ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
67 0.0319038 3.40774 44.3064
68 1.73897 5.0904 45.9777
69 68.1953 3.37032 47.7046
70 1.71986 5.08312 49.4784
71 68.1996 3.27989 51.1511
72 1.69295 5.08279 52.9193
73 68.1779 3.42562 54.5646
74 1.67826 5.10297 56.2954
75 68.1795 3.39803 58.097
76 1.75689 5.11987 59.6841
77 0.0145135 3.41892 61.4127
78 1.76481 5.05921 63.0719
79 0.0157651 3.47018 64.8184
80 1.71719 5.14085 66.4882
81 68.1542 6.77622 0.0231101
82 1.69688 8.50619 1.70394
83 68.1779 6.80384 3.44187
84 1.61827 8.50501 5.22341
85 68.1896 6.75251 6.8497
86 1.66297 8.4798 8.53633
87 68.1036 6.8407 10.3074
88 1.72821 8.48941 11.8578
89 0.0207039 6.91212 13.5631
90 1.63231 8.48557 15.4
91 0.00826793 6.83537 17.0414
92 1.66099 8.48949 18.7738
93 0.0372068 6.83157 20.4778
94 1.73582 8.55127 22.1315
95 0.0602777 6.84926 23.9178
96 1.73488 8.66574 25.6081
97 0.0266067 6.83696 27.2796
98 1.64604 8.5541 29.0029
99 68.1586 6.8399 30.6786
100 1.63528 8.46792 32.3731
101 68.1575 6.74283 34.0128
102 1.69045 8.39104 35.7446
103 68.1901 6.75965 37.4588
104 1.68944 8.55093 39.1959
105 68.1917 6.75346 40.8593
106 1.73915 8.47321 42.5808
107 0.0132518 6.81144 44.3239
108 1.76792 8.58059 46.0251
109 0.0446756 6.79837 47.6825
110 1.70537 8.53489 49.5175
111 0.00358124 6.8293 51.219
112 1.73553 8.57932 52.886
113 0.0117376 6.89022 54.5959
114 1.72883 8.58218 56.2769
115 0.0466712 6.83677 58.0371
116 1.70917 8.55126 59.7019
117 68.1523 6.72685 61.4342
118 1.66083 8.53204 63.0938
119 68.1183 6.8117 64.7674
120 1.7438 8.4861 66.5054
121 68.1496 10.2026 0.0256454
122 1.74471 11.9545 1.72414
123 68.1027 10.11 3.39461
124 1.7176 11.8809 5.10417
125 68.1637 10.1607 6.91063
126 1.72109 11.8654 8.57624
127 68.1413 10.1387 10.2278
128 1.68347 11.9397 11.8777
129 0.0205091 10.174 13.6017
130 1.62353 11.9033 15.3882
131 0.0578271 10.3076 17.0987
132 1.60438 11.942 18.7903
133 0.01271 10.2344 20.3864
134 1.67298 11.9113 22.1451
135 68.1677 10.2541 23.883
136 1.69157 11.9665 25.6109
137 68.1309 10.2776 27.3031
138 1.66661 11.9436 28.97
139 68.1075 10.1895 30.671
140 1.54354 11.9884 32.3658
141 68.1697 10.2457 34.1035
142 1.64716 12.0477 35.7796
143 0.0106537 10.2274 37.4409
144 1.71606 11.8965 39.1591
145 0.0354103 10.2695 40.8482
146 1.75885 11.8786 42.5908
147 0.0304662 10.1728 44.3316
148 1.65104 12.0106 46.0175
149 0.0185077 10.2146 47.7112
150 1.72642 11.8621 49.3868
151 68.1959 10.2686 51.1988
152 1.79631 11.8704 52.9697
153 0.011205 10.2315 54.5846
154 1.74612 11.9112 56.2749
155 0.0623389 10.2452 58.0056
156 1.72254 11.9332 59.6758
157 0.116683 10.3226 61.364
158 1.76231 11.9335 63.0776
159 68.1828 10.2691 64.8178
160 1.71574 11.9246 66.5167
161 68.178 13.6194 68.1791
162 1.74847 15.3299 1.69501
163 68.1604 13.6316 3.40697
164 1.69248 15.3545 5.07177
165 0.0268429 13.5803 6.91877
166 1.7482 15.3569 8.63008
167 68.1955 13.588 10.2058
168 1.66842 15.3128 11.9214
169 68.1838 13.5592 13.6256
170 1.66048 15.3428 15.3869
171 68.1359 13.5627 17.0988
172 1.66475 15.3362 18.7525
173 68.1028 13.6244 20.4196
174 1.62436 15.355 22.194
175 68.1689 13.5995 23.9264
176 1.67373 15.3587 25.5855
177 68.1916 13.6342 27.273
178 1.68325 15.3033 28.8732
179 68.1532 13.7088 30.585
180 1.66014 15.3171 32.4165
181 68.1866 13.6858 34.1155
182 1.67526 15.3267 35.8508
183 68.1805 13.687 37.4896
184 1.75546 15.3709 39.1872
185 0.0311455 13.6229 40.9116
186 1.73799 15.4019 42.6529
187 68.1874 13.6756 44.2416
188 1.71957 15.35 46.0238
189 0.082199 13.6684 47.7767
190 1.73551 15.4074 49.4099
191 0.127942 13.6345 51.1672
192 1.85637 15.3298 52.814
193 0.00556212 13.6417 54.5588
194 1.78386 15.2736 56.3311
195 0.0656215 13.5575 58.0516
196 1.73916 15.3488 59.7379
197 0.0216728 13.6353 61.3841
198 1.75436 15.326 63.1085
199 68.144 13.605 64.813
200 1.73499 15.3034 66.4886
201 68.1713 17.0206 68.1745
202 1.7259 18.7019 1.6861
203 68.1194 17.0839 3.39579
204 1.74257 18.7966 5.10476
205 0.0395541 17.1387 6.83662
206 1.78145 18.7823 8.52847
207 0.00538495 17.1159 10.2646
208 1.75087 18.7547 11.9491
209 68.1506 17.0865 13.6593
210 1.65303 18.8225 15.334
211 68.1266 17.0421 17.0513
212 1.68718 18.7126 18.7699
213 68.0607 16.9798 20.4007
214 1.72208 18.6681 22.1959
215 68.1167 16.9829 23.8505
216 1.68895 18.7223 25.5425
217 0.0143268 16.9749 27.2557
218 1.71265 18.8265 28.8901
219 0.00266547 16.9967 30.6392
220 1.6754 18.7859 32.2915
221 0.0429609 17.0366 34.1033
222 1.73891 18.6691 35.9013
223 68.1851 16.9761 37.4661
224 1.71522 18.6795 39.2284
225 0.0110771 17.0227 40.9234
226 1.71957 18.7381 42.6157
227 0.0231674 17.0325 44.3246
228 1.71628 18.7368 46.0035
229 0.0156998 17.1323 47.7683
230 1.77474 18.7515 49.4776
231 0.0396868 17.1369 51.1105
232 1.72633 18.7974 52.8261
233 0.0518063 17.0145 54.5551
234 1.68112 18.8104 56.2479
235 0.0511673 17.0587 58.0293
236 1.68652 18.736 59.7395
237 0.0366485 17.1012 61.4531
238 1.72895 18.7634 63.1464
239 68.1903 17.0237 64.8405
240 1.73702 18.7682 66.4534
241 0.0665808 20.3978 0.0662716
242 1.71953 22.0636 1.63453
243 0.0344614 20.3608 3.41649
244 1.7585 22.0788 5.17451
245 0.112646 20.4133 6.78273
246 1.76877 22.114 8.60398
247 0.0111212 20.4213 10.2737
248 1.75439 22.1962 11.9634
249 0.00190195 20.4818 13.6677
250 1.65751 22.1382 15.3038
251 0.0168399 20.4421 17.0032
252 1.59895 22.084 18.746
253 68.1882 20.4219 20.4986
254 1.70085 22.1173 22.148
255 68.1229 20.3601 23.8669
256 1.6991 22.1038 25.6133
257 68.0956 20.4264 27.2719
258 1.80755 21.9898 28.9017
259 68.1417 20.4313 30.6413
260 1.76034 22.1583 32.3414
261 0.0528876 20.4782 34.1453
262 1.71724 22.2407 35.7955
263 0.0228027 20.5085 37.5446
264 1.76883 22.24 39.2637
265 0.0194685 20.5237 40.9039
266 1.67236 22.2121 42.6627
267 0.0568527 20.4933 44.3303
268 1.75116 22.142 46.0863
269 0.0576079 20.4221 47.7702
270 1.74596 22.1331 49.438
271 68.1927 20.4052 51.1116
272 1.69686 22.1552 52.8717
273 68.1619 20.3811 54.566
274 1.67118 22.1463 56.2275
275 0.0616155 20.4052 57.9995
276 1.77317 22.1631 59.7328
277 0.054327 20.41 61.3935
278 1.78914 22.0971 63.1078
279 0.0458495 20.4122 64.8274
280 1.74482 22.034 66.482
281 0.0817861 23.7221 68.1297
282 1.70157 25.5647 1.57806
283 0.0896742 23.8496 3.43864
284 1.76678 25.5835 5.20855
285 0.0380651 23.8517 6.81788
286 1.70899 25.5528 8.61598
287 0.00106594 23.8845 10.3321
288 1.70375 25.5851 11.9046
289 68.1716 23.8773 13.6284
290 1.62964 25.5226 15.252
291 68.1633 23.8303 17.0019
292 1.7069 25.5839 18.7838
293 0.00972634 23.8236 20.4759
294 1.67306 25.5239 22.1712
295 0.00485585 23.8845 23.8131
296 1.79425 25.5497 25.5856
297 0.0435798 23.9045 27.3812
298 1.86726 25.6946 28.8096
299 0.13149 23.9326 30.6084
300 1.76739 25.549 32.5297
301 0.0300402 23.8721 34.1624
302 1.70882 25.6298 35.9015
303 0.000509013 23.8451 37.5255
304 1.7609 25.5802 39.1996
305 0.0234025 23.8668 40.9311
306 1.72315 25.5961 42.5825
307 0.0777716 23.8866 44.278
308 1.727 25.5887 45.9837
309 0.149273 23.8584 47.7388
310 1.8249 25.5306 49.468
311 0.0154283 23.8523 51.1483
312 1.7302 25.5584 52.8806
313 68.1764 23.8912 54.535
314 1.71724 25.6217 56.4074
315 0.0287699 23.9386 58.073
316 1.92521 25.5916 59.6204
317 0.13455 23.9582 61.3916
318 1.80341 25.5912 63.1155
319 0.0766643 23.8044 64.8054
320 1.72205 25.6673 66.5182
321 0.156314 27.4736 68.1685
322 1.79325 29.0386 1.65423
323 0.0364863 27.2935 3.42209
324 1.71179 28.9488 5.20804
325 0.0307273 27.2562 6.93842
326 1.66377 28.9649 8.53996
327 0.0513726 27.2752 10.2197
328 1.77773 29.027 11.96
329 0.0194093 27.2829 13.5852
330 1.66086 29.0128 15.3549
331 68.1966 27.3282 17.0086
332 1.6282 29.0688 18.6832
333 68.1763 27.3119 20.434
334 1.69181 29.0301 22.1875
335 0.0176554 27.2675 23.9203
336 1.72015 29.036 25.5915
337 0.0337943 27.2847 27.2656
338 1.75997 28.9837 28.865
339 0.0944494 27.2685 30.6516
340 1.79377 29.0301 32.4357
341 0.0301078 27.3093 34.1219
342 1.75198 29.0409 35.8566
343 68.1941 27.328 37.6237
344 1.78779 29.0338 39.1543
345 0.0347112 27.3174 40.8863
346 1.70554 28.9942 42.5785
347 0.096672 27.2869 44.2827
348 1.72172 29.0097 45.9595
349 0.0880096 27.2954 47.7239
350 1.66461 29.0006 49.5334
351 0.113545 27.2869 51.1513
352 1.73444 28.9768 52.888
353 0.0143284 27.2678 54.6076
354 1.73847 28.9633 56.2839
355 0.0498577 27.2527 58.0185
356 1.75073 28.946 59.7029
357 0.13123 27.1938 61.377
358 1.80884 28.9447 63.122
359 0.0898334 27.3301 64.7867
360 1.81211 29.0074 66.415
361 0.0610738 30.6553 0.00627642
362 1.70979 32.4697 1.70073
363 0.100716 30.6764 3.42665
364 1.7379 32.4153 5.17502
365 0.00554902 30.6553 6.87497
366 1.58807 32.4219 8.52248
367 68.1965 30.6961 10.3246
368 1.72901 32.4402 11.9991
369 0.0284638 30.7275 13.6374
370 1.63754 32.3704 15.3453
371 68.163 30.7042 17.0086
372 1.65704 32.3945 18.7309
373 68.1315 30.6966 20.3604
374 1.70719 32.3904 22.1057
375 0.05972 30.6518 23.9414
376 1.75245 32.387 25.6435
377 0.0697006 30.6944 27.3021
378 1.80415 32.4169 28.9754
379 0.0522942 30.6985 30.6698
380 1.75962 32.4533 32.4168
381 0.03881 30.7576 34.1377
382 1.73038 32.4085 35.8964
383 0.0269064 30.7081 37.5957
384 1.7306 32.5001 39.1934
385 0.0242195 30.7212 40.8772
386 1.64024 32.4584 42.5485
387 0.0101656 30.6892 44.2387
388 1.72965 32.3708 45.9722
389 0.08445 30.6691 47.711
390 1.75147 32.3431 49.3829
391 0.068316 30.7191 51.1525
392 1.73058 32.41 52.9176
393 0.0293641 30.6728 54.6007
394 1.78019 32.3993 56.3191
395 68.177 30.6518 57.9765
396 1.76565 32.3717 59.6544
397 0.0321874 30.6016 61.405
398 1.77888 32.3928 63.0817
399 0.125041 30.6382 64.7169
400 1.73492 32.4216 66.4339
401 0.0531553 34.2215 0.0458858
402 1.7532 35.8049 1.73477
403 0.0389928 34.1855 3.40215
404 1.69807 35.8568 5.1801
405 68.1674 34.0467 6.80321
406 1.65349 35.7381 8.545
407 68.1551 34.0946 10.2446
408 1.76645 35.7771 11.9571
409 0.00867304 34.1329 13.7145
410 1.7089 35.8497 15.3701
411 0.0044584 34.1449 16.9589
412 1.59871 35.8812 18.6937
413 68.134 34.1648 20.3395
414 1.66996 35.7604 22.0798
415 0.0211569 34.1553 23.9043
416 1.7341 35.8022 25.674
417 68.1974 34.0928 27.2981
418 1.75888 35.7897 29.0091
419 0.00510106 33.9971 30.6861
420 1.7218 35.8007 32.3553
421 68.1613 34.1023 34.114
422 1.66822 35.7995 35.787
423 0.0792821 34.2035 37.5284
424 1.71091 35.7831 39.2535
425 0.0348244 34.0984 40.9392
426 1.71641 35.8093 42.6373
427 0.0520194 34.0992 44.2387
428 1.81322 35.8683 45.9729
429 0.00809006 34.1345 47.7156
430 1.75718 35.8577 49.3858
431 68.1823 34.1197 51.1014
432 1.639 35.8647 52.8302
433 68.141 34.1653 54.5475
434 1.74013 35.8239 56.2671
435 68.164 34.1614 58.0282
436 1.81145 35.8921 59.6755
437 68.1986 34.1306 61.367
438 1.66315 35.8151 63.1439
439 68.1897 34.0302 64.8228
440 1.62786 35.8576 66.4385
441 0.0872374 37.5116 0.00456913
442 1.72809 39.2547 1.72985
443 0.0289775 37.4691 3.33015
444 1.70088 39.1993 5.1185
445 68.1788 37.4851 6.92449
446 1.61546 39.2182 8.56385
447 68.1652 37.4743 10.2018
448 1.69467 39.1931 11.9255
449 0.00833674 37.4894 13.6924
450 1.67607 39.2167 15.3884
451 68.1617 37.5058 16.9888
452 1.68687 39.2325 18.6702
453 68.0767 37.5524 20.4084
454 1.683 39.2331 22.041
455 0.0361311 37.5359 23.8355
456 1.792 39.1784 25.6098
457 0.0864775 37.5253 27.2751
458 1.77601 39.2293 28.9866
459 0.0654915 37.6234 30.6931
460 1.72349 39.2285 32.4746
461 68.1913 37.4913 34.1572
462 1.71511 39.2708 35.8351
463 0.0377018 37.5092 37.5139
464 1.69585 39.186 39.2434
465 0.0275919 37.4712 40.894
466 1.7221 39.2021 42.5838
467 68.1973 37.5557 44.3357
468 1.76872 39.2393 46.0293
469 0.0131909 37.5298 47.6722
470 1.69381 39.2501 49.3756
471 68.1056 37.5553 51.0093
472 1.62032 39.1742 52.8526
473 68.1842 37.4547 54.6103
474 1.67527 39.207 56.2318
475 68.133 37.494 57.8966
476 1.73714 39.2189 59.6716
477 0.0213029 37.6166 61.4633
478 1.78089 39.1885 63.0493
479 0.0220907 37.7169 64.8101
480 1.7256 39.2619 66.5204
481 0.0101671 40.8991 68.1174
482 1.68223 42.5967 1.71559
483 68.1878 40.9733 3.52309
484 1.73376 42.6181 5.22499
485 68.1609 40.9875 6.94002
486 1.6699 42.6187 8.57423
487 68.1585 40.8819 10.2334
488 1.6963 42.5665 11.935
489 68.1913 40.8952 13.6341
490 1.706 42.5715 15.4699
491 68.1632 40.8416 17.0794
492 1.71834 42.6246 18.7094
493 0.0637691 40.9371 20.3964
494 1.74558 42.7268 22.0799
495 0.0719852 40.9319 23.8441
496 1.78923 42.7663 25.5471
497 0.086216 40.9038 27.3116
498 1.82381 42.6297 29.0165
499 68.196 40.9556 30.7253
500 1.74793 42.6457 32.4729
501 68.1866 40.9542 34.098
502 1.7459 42.5879 35.8592
503 68.1775 40.9051 37.6264
504 1.67579 42.6103 39.2843
505 0.0140152 40.9089 40.9403
506 1.6972 42.5827 42.5974
507 0.0251602 40.8829 44.3085
508 1.74186 42.5733 46.0138
509 0.0128778 40.8924 47.6706
510 1.63099 42.5712 49.362
511 68.1369 40.9196 51.0945
512 1.65838 42.5985 52.7975
513 68.1967 40.941 54.5094
514 1.6869 42.6114 56.2068
515 68.1947 40.9296 57.8754
516 1.73001 42.679 59.6427
517 0.0947649 40.977 61.4264
518 1.69819 42.654 63.1024
519 68.1938 40.9294 64.8087
520 1.71329 42.6244 66.514
521 68.1233 44.3062 0.000691393
522 1.72101 45.9692 1.7379
523 68.1053 44.3059 3.5116
524 1.7467 45.9632 5.14609
525 68.1507 44.2262 6.81933
526 1.73874 45.9705 8.55499
527 0.0179525 44.2653 10.3176
528 1.74505 46.037 11.9946
529 68.1849 44.2413 13.6515
530 1.73882 45.9906 15.329
531 68.1643 44.2891 17.0647
532 1.6974 46.0239 18.7501
533 0.103362 44.3056 20.4004
534 1.77799 46.0079 22.1081
535 0.147056 44.3116 23.7916
536 1.87774 46.0222 25.5866
537 0.0504256 44.341 27.313
538 1.80678 46.048 29.0133
539 0.0189334 44.3095 30.6758
540 1.70986 46.0729 32.4025
541 0.0675597 44.3512 34.188
542 1.78322 45.9848 35.8928
543 0.036175 44.3675 37.5714
544 1.73906 46.0003 39.1968
545 0.00680527 44.3552 40.9236
546 1.71448 46.041 42.5857
547 68.1934 44.3477 44.2724
548 1.73103 45.9616 46.0043
549 0.0883571 44.3142 47.6706
550 1.6883 45.9827 49.3867
551 0.00304854 44.3337 51.0591
552 1.71876 45.9982 52.7853
553 68.1729 44.2902 54.4983
554 1.762 46.0037 56.3273
555 0.0283452 44.3229 57.9297
556 1.72158 46.0133 59.6811
557 0.0576229 44.2757 61.3753
558 1.70669 45.9417 63.0103
559 0.0168621 44.2933 64.7441
560 1.70966 46.0066 66.5393
561 0.0273161 47.6843 0.109501
562 1.73265 49.4108 1.74851
563 68.1618 47.6566 3.45481
564 1.73716 49.4181 5.15604
565 0.0133305 47.7103 6.84747
566 1.74803 49.4053 8.52225
567 0.101694 47.7573 10.2795
568 1.72631 49.3259 12.0208
569 0.0556637 47.6987 13.6626
570 1.73065 49.3802 15.341
571 0.0209572 47.7196 17.0542
572 1.72219 49.4403 18.7625
573 0.0939458 47.7588 20.471
574 1.78528 49.4621 22.1518
575 0.152175 47.7165 23.8402
576 1.76028 49.4628 25.6301
577 0.107298 47.7742 27.3086
578 1.83017 49.4754 28.9816
579 68.1525 47.8363 30.6633
580 1.73249 49.458 32.4218
581 68.1283 47.7704 34.2044
582 1.7287 49.5014 35.7677
583 0.0356008 47.7476 37.4946
584 1.67903 49.4268 39.2214
585 0.0399514 47.7009 40.8452
586 1.6518 49.4331 42.5348
587 68.185 47.7266 44.2601
588 1.73486 49.4412 46.0055
589 0.0289243 47.6249 47.7232
590 1.71316 49.4504 49.3624
591 0.0229968 47.6806 51.0609
592 1.69772 49.3877 52.737
593 0.0576173 47.647 54.528
594 1.68306 49.2801 56.3142
595 0.0148674 47.6593 57.9741
596 1.69732 49.3523 59.6618
597 0.0020757 47.7111 61.4361
598 1.65067 49.4811 63.0407
599 0.0354738 47.7062 64.7395
600 1.67865 49.4031 66.5531
601 0.0881407 51.1927 0.00914535
602 1.81987 52.8348 1.74394
603 0.077594 51.155 3.37984
604 1.75163 52.8658 5.14459
605 0.0373897 51.1287 6.89626
606 1.78152 52.9063 8.51917
607 0.125417 51.1472 10.2865
608 1.77918 52.8892 12.0039
609 0.0125125 51.1636 13.6042
610 1.78563 52.8749 15.3507
611 0.0941211 51.1322 17.0803
612 1.75895 52.86 18.8036
613 0.0745555 51.1518 20.5244
614 1.77141 52.9184 22.1681
615 0.119268 51.2182 23.8686
616 1.69209 52.9112 25.6139
617 0.0285154 51.2643 27.312
618 1.81987 52.922 28.9746
619 68.1959 51.1712 30.6493
620 1.76773 52.8177 32.3988
621 68.0994 51.1247 34.0353
622 1.7024 52.7828 35.7603
623 0.109876 51.1377 37.5824
624 1.71609 52.9066 39.2084
625 0.0508266 51.1601 40.913
626 1.61221 52.8767 42.5197
627 0.0178468 51.1563 44.2282
628 1.71151 52.8604 45.8874
629 68.1907 51.2174 47.7183
630 1.76146 52.8767 49.4622
631 0.028743 51.1625 51.1166
632 1.69796 52.8529 52.829
633 0.0537412 51.1036 54.5354
634 1.72056 52.9522 56.2062
635 0.0389867 51.154 57.9744
636 1.75272 52.8644 59.7497
637 68.1813 51.1537 61.4026
638 1.73327 52.882 63.1233
639 0.00893071 51.2151 64.7181
640 1.74487 52.8634 66.4631
641 0.00823171 54.5782 68.1826
642 1.61093 56.3476 1.79891
643 68.166 54.4957 3.40161
644 1.66855 56.2718 5.10822
645 68.1956 54.5557 6.77404
646 1.80152 56.2295 8.45512
647 0.0517386 54.567 10.283
648 1.76804 56.2804 12.0103
649 68.1439 54.5232 13.6264
650 1.74351 56.2478 15.4245
651 0.0872999 54.5503 17.1499
652 1.75099 56.2885 18.8448
653 0.0442317 54.5577 20.53
654 1.77359 56.3053 22.2177
655 0.028302 54.5849 23.8832
656 1.73263 56.3062 25.5999
657 68.156 54.5532 27.3165
658 1.76118 56.2676 28.9708
659 68.1684 54.4974 30.6517
660 1.67239 56.244 32.4209
661 68.1274 54.5645 34.1913
662 1.65398 56.31 35.8388
663 0.00298752 54.5573 37.4437
664 1.65925 56.2105 39.117
665 0.00451521 54.5467 40.8717
666 1.71645 56.2282 42.6033
667 68.1669 54.5365 44.2124
668 1.73759 56.2727 45.9188
669 0.0732163 54.5612 47.678
670 1.70653 56.3037 49.4372
671 0.0385547 54.604 51.1502
672 1.68631 56.2606 52.8647
673 68.1533 54.5543 54.4969
674 1.69557 56.2429 56.2037
675 0.00962717 54.5629 58.0404
676 1.731 56.2734 59.7604
677 68.1576 54.5274 61.4851
678 1.76272 56.248 63.0993
679 68.1722 54.5422 64.7928
680 1.76765 56.2384 66.4539
681 68.1917 58.0311 68.1805
682 1.71947 59.6911 1.72992
683 68.1761 58.1647 3.39211
684 1.70673 59.7083 5.10126
685 0.0316401 58.0477 6.84162
686 1.74653 59.6847 8.54063
687 68.1669 57.9359 10.1984
688 1.70686 59.6714 11.92
689 0.00276211 57.9212 13.6951
690 1.74742 59.6556 15.3791
691 0.000688937 57.9815 17.1044
692 1.71917 59.7087 18.8075
693 0.0170231 57.9927 20.6029
694 1.81773 59.6227 22.2478
695 0.0203554 58.0006 23.8166
696 1.76803 59.636 25.6224
697 68.1726 57.9487 27.2739
698 1.73628 59.6154 28.9585
699 68.1683 57.9674 30.6804
700 1.69169 59.6572 32.4122
701 0.0178435 57.9556 34.1582
702 1.70444 59.5937 35.7856
703 68.1885 57.9264 37.4596
704 1.70865 59.6375 39.1316
705 0.0299055 57.9544 40.8914
706 1.67725 59.6999 42.6334
707 0.0337843 57.9601 44.2441
708 1.75765 59.6766 45.849
709 0.10225 57.993 47.6275
710 1.71223 59.6855 49.4972
711 68.1315 57.9806 51.2731
712 1.72258 59.7075 52.8406
713 68.1414 57.9996 54.4931
714 1.69549 59.7351 56.2126
715 68.1794 57.9368 57.9749
716 1.67271 59.6805 59.71
717 68.1562 57.97 61.4281
718 1.72633 59.6575 63.1414
719 68.1303 57.9262 64.8391
720 1.71841 59.7459 66.4651
721 68.1927 61.3662 0.0813765
722 1.70874 63.1474 1.69855
723 0.0104936 61.3647 3.35542
724 1.59242 63.1266 5.10374
725 68.1941 61.3708 6.83339
726 1.71054 63.1491 8.55669
727 68.109 61.434 10.2213
728 1.71587 63.1704 11.9128
729 68.1985 61.3959 13.6559
730 1.67621 63.0794 15.4148
731 0.000880924 61.3997 17.0479
732 1.66594 63.0552 18.8125
733 68.1723 61.3366 20.6004
734 1.78367 63.1527 22.2388
735 0.0315311 61.3165 23.8158
736 1.77549 63.0498 25.6051
737 0.0187339 61.3443 27.3475
738 1.72667 63.0765 28.9998
739 0.0181815 61.3191 30.7318
740 1.63259 63.1237 32.3191
741 0.0146695 61.339 34.0966
742 1.66666 63.06 35.8327
743 68.1299 61.2881 37.4149
744 1.61492 63.0316 39.1483
745 68.1623 61.3333 40.9215
746 1.64124 63.0179 42.5899
747 68.1864 61.413 44.3126
748 1.78113 63.0776 46.0066
749 0.0727935 61.3953 47.6904
750 1.75848 63.1082 49.4333
751 68.1905 61.4363 51.1504
752 1.6875 63.0894 52.7777
753 68.0998 61.4645 54.4411
754 1.64444 63.158 56.2474
755 68.1933 61.49 57.9705
756 1.61037 63.1937 59.6883
757 68.1779 61.416 61.4263
758 1.58358 63.1737 63.0729
759 68.0976 61.4701 64.8239
760 1.65893 63.1057 66.583
761 68.1738 64.8347 0.0429295
762 1.71404 66.4868 1.66122
763 68.1739 64.8395 3.32254
764 1.60855 66.5272 5.11463
765 68.0998 64.884 6.80406
766 1.63751 66.5244 8.57959
767 68.0883 64.8201 10.227
768 1.65226 66.5058 11.9262
769 68.192 64.8101 13.7597
770 1.69946 66.5345 15.4056
771 0.018442 64.7596 17.0099
772 1.69308 66.5103 18.6504
773 68.1874 64.8626 20.4896
774 1.7444 66.5051 22.2651
775 0.0304373 64.8933 23.9838
776 1.75374 66.5287 25.5973
777 0.0721617 64.7909 27.3002
778 1.75882 66.4239 28.9768
779 0.0111473 64.746 30.6911
780 1.70081 66.3196 32.3102
781 68.1634 64.7723 34.078
782 1.67681 66.4799 35.7855
783 68.1623 64.8437 37.4494
784 1.67248 66.5069 39.1712
785 68.1701 64.7695 40.8898
786 1.63267 66.5284 42.5855
787 0.0551138 64.7892 44.3031
788 1.70433 66.4839 46.0309
789 0.132397 64.7768 47.7589
790 1.65538 66.5505 49.4849
791 68.1495 64.7814 51.1948
792 1.64886 66.529 52.852
793 68.0891 64.7852 54.4468
794 1.67493 66.4593 56.2487
795 68.1491 64.8402 57.9081
796 1.68174 66.4626 59.662
797 68.134 64.8308 61.4073
798 1.6988 66.5212 63.0482
799 68.1642 64.8647 64.8477
800 1.76266 66.5264 66.6087
801 3.42173 68.1936 0.0336236
802 5.09538 1.64229 1.69114
803 3.39777 68.1686 3.37149
804 5.11544 1.66407 5.16189
805 3.40258 68.1805 6.88321
806 5.11377 1.66721 8.51566
807 3.52601 68.1977 10.2687
808 5.18559 1.71566 12.0017
809 3.44486 0.0011496 13.6619
810 5.09979 1.71234 15.398
