ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.8799999999999997e+01
0.0000000000000000e+00 6.8799999999999997e+01
0.0000000000000000e+00 6.8799999999999997e+01
ITEM: ATOMS id x y z
1 68.7117 68.768 0.103075
2 1.6247 1.77147 1.74823
3 68.7109 0.00378947 3.44068
4 1.69526 1.71959 5.2054
5 68.7418 0.00932493 6.93675
6 1.70466 1.72204 8.60774
7 0.0489592 68.7922 10.3533
8 1.68053 1.70928 12.043
9 0.0661725 0.0262644 13.7358
10 1.79639 1.68014 15.3906
11 0.0220466 68.756 17.1388
12 1.81171 1.76186 18.8609
13 0.0238902 68.7941 20.6265
14 1.75045 1.83717 22.37
15 0.0846938 0.0176065 24.055
16 1.75284 1.75554 25.7915
17 0.0116078 0.00776047 27.4661
18 1.74291 1.74636 29.2352
19 0.0157542 0.025037 30.9484
20 1.71934 1.70733 32.6327
21 68.7652 0.0169689 34.3216
22 1.74895 1.77107 36.0728
23 0.0637308 0.00627238 37.8226
24 1.63472 1.69823 39.5533
25 0.0763949 0.0576592 41.2671
26 1.70747 1.7342 42.9406
27 0.0768538 0.0645041 44.7897
28 1.73823 1.75744 46.4856
29 0.0132271 68.7735 48.1627
30 1.75521 1.6639 49.9472
31 68.7544 68.7003 51.5806
32 1.59968 1.62523 53.3863
33 0.0494503 68.5253 55.1199
34 1.67733 1.66865 56.7121
35 0.0158241 68.6474 58.4349
36 1.76168 1.67861 60.168
37 0.0177421 68.7885 61.9685
38 1.7492 1.72398 63.6505
39 68.7919 68.7788 65.3501
40 1.66106 1.6699 67.1434
41 0.0207227 3.42455 0.0436824
42 1.77907 5.16175 1.76678
43 0.0195834 3.47196 3.48473
44 1.71329 5.12315 5.17056
45 68.7293 3.45537 6.9022
46 1.67812 5.08102 8.62356
47 0.000831538 3.39876 10.2779
48 1.79642 5.07048 12.0671
49 0.0404859 3.36101 13.8051
50 1.83994 5.08656 15.4295
51 0.0679368 3.4409 17.1725
52 1.84311 5.12821 18.886
53 68.7734 3.38672 20.55
54 1.75373 5.17033 22.3625
55 0.0356902 3.4636 24.1009
56 1.71085 5.16753 25.7723
57 0.0150259 3.38594 27.4877
58 1.61216 5.20202 29.2989
59 0.0239908 3.36016 30.9912
60 1.6182 5.1846 32.5852
61 0.0183825 3.44162 34.3205
62 1.71162 5.15504 36.0584
63 0.0407082 3.45483 37.8211
64 1.74941 5.19773 39.6261
65 0.0265649 3.43494 41.2761
66 1.77377 5.16486 43.0326
