ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.7799999999999997e+01
0.0000000000000000e+00 6.7799999999999997e+01
0.0000000000000000e+00 6.7799999999999997e+01
ITEM: ATOMS id x y z
1 67.7665 67.7978 67.7716
2 1.6315 1.75744 1.75172
3 67.7837 0.0105585 3.46808
4 1.64561 1.6423 5.1126
5 0.00868988 67.7301 6.78137
6 1.69721 1.7206 8.41276
7 0.00728965 67.7352 10.1493
8 1.65944 1.79644 11.8116
9 67.7868 67.7933 13.4686
10 1.66966 1.70931 15.304
11 67.7448 0.0317809 16.9469
12 1.65781 1.67215 18.5974
13 67.6811 0.0198417 20.3343
14 1.66399 1.68143 22.0237
15 67.7459 0.0486898 23.7913
16 1.64668 1.67874 25.4324
17 67.7476 67.7825 27.0675
18 1.62838 1.69922 28.723
19 67.7373 0.094823 30.3928
20 1.6689 1.72405 32.1723
21 0.0111096 0.0781557 33.8176
22 1.68167 1.7474 35.5775
23 67.7715 0.0397573 37.2836
24 1.72233 1.70262 38.9673
25 0.0198604 67.7961 40.724
26 1.77854 1.77365 42.4312
27 0.0856033 0.0295612 44.1306
28 1.71325 1.85155 45.811
29 0.025281 0.0414269 47.453
30 1.68199 1.68562 49.2022
31 67.7905 0.0335747 50.9216
32 1.68938 1.6654 52.619
33 67.7339 0.0201917 54.3262
34 1.70093 1.74606 55.9491
35 67.725 67.7927 57.6659
36 1.66566 1.79698 59.2753
37 67.7851 0.118189 61.0081
38 1.64551 1.77244 62.6142
39 67.7931 0.0905105 64.4217
40 1.67822 1.79754 66.1746
41 0.0118515 3.44356 0.00756733
42 1.69046 5.13825 1.77239
43 67.731 3.3819 3.44197
44 1.66069 5.08882 5.07066
45 0.0465662 3.36586 6.73942
46 1.66773 5.07793 8.5162
47 0.00999777 3.33368 10.1193
48 1.65649 5.06835 11.8896
49 0.00814337 3.29928 13.5278
50 1.66192 5.07278 15.2419
51 67.7965 3.36624 16.9484
52 1.67124 5.08069 18.5921
53 67.7568 3.35758 20.3713
54 1.73787 5.03125 22.0158
55 67.738 3.36908 23.6922
56 1.67883 5.09692 25.3976
57 67.7171 3.37436 27.0756
58 1.63365 5.07358 28.7563
59 67.7564 3.37472 30.4343
60 1.66247 5.14777 32.1635
61 0.0139847 3.45319 33.8701
62 1.64421 5.09917 35.4807
63 67.7983 3.37393 37.2841
64 1.71144 5.04325 39.0381
65 0.0346409 3.36215 40.728
66 1.71795 5.0185 42.4052
