ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.6599999999999994e+01
0.0000000000000000e+00 6.6599999999999994e+01
0.0000000000000000e+00 6.6599999999999994e+01
ITEM: ATOMS id x y z
1 0.00168158 66.5171 66.5676
2 1.63096 1.67327 1.67871
3 0.0359015 66.5317 3.38154
4 1.62096 1.6088 5.08371
5 66.5412 0.0593107 6.69678
6 1.66061 1.65471 8.30447
7 66.4553 0.0504887 9.91614
8 1.68108 1.64561 11.5748
9 66.542 0.060662 13.2892
10 1.68562 1.72225 14.9875
11 0.0165023 0.0547192 16.6578
12 1.67254 1.73827 18.3462
13 0.0318296 0.0441922 20.0396
14 1.71603 1.64147 21.5854
15 0.0110297 66.5901 23.1409
16 1.63967 1.5541 24.9405
17 66.5707 66.5712 26.7371
18 1.67314 1.69399 28.3726
19 66.5851 66.5949 30.06
20 1.6472 1.6878 31.6436
21 66.5701 66.59 33.2829
22 1.60954 1.64238 34.8649
23 66.5982 0.0268976 36.5691
24 1.61125 1.61328 38.2499
25 66.5453 0.0158686 39.8125
26 1.5576 1.59912 41.6647
27 66.552 0.0170522 43.4739
28 1.54532 1.65886 45.0182
29 66.5504 66.57 46.6223
30 1.54222 1.57939 48.2491
31 66.5816 66.5337 49.8458
32 1.63849 1.63696 51.6269
33 66.592 66.559 53.2453
34 1.65444 1.66435 54.9352
35 66.5969 66.5914 56.7039
36 1.65534 1.69818 58.2819
37 0.01365 0.00320942 59.9301
38 1.62706 1.68953 61.5931
39 66.5885 0.0326229 63.2512
40 1.67286 1.69212 64.9745
41 0.0187208 3.38359 0.12799
42 1.75083 5.0061 1.72209
43 0.029395 3.38136 3.40033
44 1.66933 4.98136 4.99014
45 66.4898 3.36166 6.64977
46 1.64139 4.92155 8.25016
47 66.5196 3.38765 9.97085
48 1.67953 5.07827 11.685
49 66.589 3.36993 13.2633
50 1.67714 5.05571 14.9551
51 66.5089 3.42323 16.5828
52 1.65789 4.95267 18.3166
53 0.046182 3.35173 20.0178
54 1.67577 5.0396 21.5614
55 0.0377336 3.31443 23.2469
56 1.6728 5.11075 24.9616
57 0.0299763 3.36208 26.6574
58 1.68042 5.0093 28.3809
59 0.00385634 3.34099 30.0205
60 1.62484 5.01137 31.6758
61 66.5895 3.32197 33.3305
62 1.64688 4.98517 34.8886
63 66.5968 3.29453 36.5603
64 1.5737 4.98159 38.2411
65 66.5027 3.27994 39.8867
66 1.61395 4.89993 41.6156
67 66.4938 3.30145 43.3373
