ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.6599999999999994e+01
0.0000000000000000e+00 6.6599999999999994e+01
0.0000000000000000e+00 6.6599999999999994e+01
ITEM: ATOMS id x y z
1 66.5679 66.5591 66.5738
2 1.66773 1.63268 1.68396
3 66.5883 0.00476935 3.35558
4 1.69502 1.59213 5.00533
5 66.5879 66.5456 6.67097
6 1.68074 1.63268 8.36219
7 0.0244633 66.5386 10.0043
8 1.65338 1.66471 11.5771
9 66.5965 66.598 13.325
10 1.62486 1.63947 15.0016
11 66.5965 66.5894 16.6487
12 1.60397 1.57817 18.2683
13 0.00474618 0.0156695 19.9936
14 1.66552 1.60539 21.6692
15 0.0471079 0.0284876 23.3197
16 1.67854 1.583 25.0466
17 66.5651 66.5896 26.6041
18 1.65791 1.62277 28.2915
19 66.4882 66.553 29.9627
20 1.632 1.61586 31.6328
21 0.0194959 66.5752 33.3028
22 1.59498 1.61203 34.9869
23 0.0446991 66.5359 36.7087
24 1.61518 1.62096 38.2477
25 66.576 66.5747 39.9444
26 1.55943 1.62446 41.6777
27 66.5799 66.5678 43.3205
28 1.5538 1.69787 44.9296
29 0.0295442 0.0235094 46.5619
30 1.57515 1.70433 48.2068
31 0.0140519 66.5964 49.9252
32 1.68183 1.60537 51.6097
33 0.0186804 66.5011 53.2201
34 1.66122 1.70347 54.8777
35 0.0298528 66.5918 56.637
36 1.6231 1.77097 58.3998
37 66.5796 66.4843 59.9603
38 1.61959 1.7726 61.6101
39 66.5863 66.5915 63.3291
40 1.64277 1.72144 64.899
41 66.5679 3.2872 66.5849
42 1.58658 4.9767 1.68969
43 66.5674 3.2351 3.35345
44 1.58751 5.0067 5.00173
45 66.5853 3.28205 6.63246
46 1.66172 4.90471 8.33274
47 0.0160547 3.30489 10.025
48 1.65882 4.94806 11.6284
49 66.5225 3.27343 13.2462
50 1.60833 4.98963 14.9298
51 66.5102 3.30743 16.607
52 1.61918 5.0225 18.2821
53 0.00161984 3.30451 19.9862
54 1.60694 4.98992 21.7039
55 0.0173848 3.21331 23.3041
56 1.62531 4.93458 25.0248
57 66.5881 3.32141 26.7125
58 1.70214 4.98912 28.2779
59 66.5659 3.3256 29.8854
60 1.65848 4.97996 31.602
61 66.5512 3.29449 33.3014
62 1.67037 4.91695 34.9825
63 66.5386 3.29068 36.6889
64 1.67501 4.99892 38.2546
65 66.5589 3.36524 39.9851
66 1.6428 4.96514 41.7026
67 66.5347 3.40552 43.2806
