ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.7799999999999997e+01
0.0000000000000000e+00 6.7799999999999997e+01
0.0000000000000000e+00 6.7799999999999997e+01
ITEM: ATOMS id x y z
1 0.0185696 67.7378 67.7123
2 1.65152 1.67105 1.67828
3 0.0834322 67.7385 3.39403
4 1.78549 1.71296 5.04415
5 0.0544131 67.729 6.71155
6 1.65966 1.70565 8.50154
7 67.7549 0.0142874 10.325
8 1.66897 1.66208 11.9139
9 67.7763 67.7819 13.6029
10 1.70787 1.68702 15.344
11 0.0168574 67.779 16.9691
12 1.63012 1.63919 18.6166
13 67.7955 0.0316113 20.2992
14 1.64061 1.69102 21.9974
15 67.7685 67.7727 23.6949
16 1.67339 1.67971 25.3448
17 0.0144321 67.7976 27.1433
18 1.63922 1.67415 28.9173
19 0.018736 0.0146567 30.4729
20 1.67225 1.63502 32.2114
21 67.7939 0.0665473 33.9426
22 1.74238 1.63579 35.4864
23 67.7968 0.00801352 37.2188
24 1.66902 1.74875 38.9905
25 0.0325743 67.753 40.7538
26 1.7155 1.68952 42.4085
27 67.7292 67.7953 44.051
28 1.70401 1.58429 45.8356
29 67.7751 67.7629 47.5923
30 1.64997 1.6049 49.2139
31 67.7525 67.7804 50.8424
32 1.6603 1.58814 52.5432
33 0.0241161 67.7522 54.2305
34 1.68895 1.67962 55.9506
35 0.00486782 67.761 57.6599
36 1.6093 1.75048 59.3636
37 67.7416 0.0122081 60.9924
38 1.58771 1.66647 62.6924
39 67.7502 0.0100536 64.4608
40 1.66803 1.65038 66.1252
41 0.0100699 3.34595 67.7333
42 1.71316 5.06763 1.69274
43 67.7683 3.38906 3.42356
44 1.71135 5.10865 5.08164
45 67.7748 3.3601 6.71878
46 1.72379 5.04573 8.41481
47 0.06994 3.40061 10.2986
48 1.70304 5.05708 11.9277
49 67.788 3.31175 13.5636
50 1.72796 5.07096 15.2653
51 67.7947 3.34768 16.9713
52 1.63178 5.05087 18.6463
53 0.0139695 3.36599 20.3155
54 1.63696 4.99862 21.9672
55 0.00651338 3.39221 23.6581
56 1.70072 5.02806 25.4228
57 0.0309704 3.35113 27.1575
58 1.65321 5.07488 28.8496
59 67.7836 3.38637 30.4825
60 1.64554 5.02245 32.1769
61 67.77 3.35292 33.8641
62 1.73967 5.05627 35.5309
63 0.0285724 3.38915 37.1966
64 1.73793 5.07122 38.9321
65 0.0318811 3.38796 40.7154
66 1.64733 5.04299 42.4371
