ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.7200000000000003e+01
0.0000000000000000e+00 6.7200000000000003e+01
0.0000000000000000e+00 6.7200000000000003e+01
ITEM: ATOMS id x y z
1 67.1644 0.0659865 67.1887
2 1.77701 1.71247 1.63019
3 67.1818 0.0763788 3.27824
4 1.67783 1.6974 5.02085
5 67.1522 0.0978474 6.76012
6 1.65953 1.705 8.45638
7 67.1982 0.0477194 10.1603
8 1.68845 1.61369 11.7832
9 67.1707 0.00111269 13.4492
10 1.69652 1.64774 15.1279
11 67.1764 67.16 16.7839
12 1.6447 1.63173 18.4329
13 0.0158883 67.1474 20.0767
14 1.65249 1.62243 21.7936
15 0.0104257 0.012735 23.5512
16 1.63593 1.65777 25.2541
17 0.0183856 67.1966 26.8631
18 1.59096 1.6538 28.5489
19 0.0328259 67.1918 30.2118
20 1.64417 1.62911 31.8917
21 0.0622516 0.027638 33.6644
22 1.69977 1.7069 35.2893
23 0.00121895 67.1831 36.9336
24 1.71214 1.60511 38.6755
25 67.1175 67.1172 40.4133
26 1.75896 1.60102 41.9806
27 0.00487736 67.1539 43.705
28 1.75998 1.62184 45.363
29 0.0483203 0.000386504 47.0324
30 1.74699 1.65702 48.6916
31 67.1872 67.196 50.4307
32 1.69515 1.65407 52.0907
33 67.1314 0.0246605 53.7652
34 1.6256 1.63655 55.485
35 67.1335 0.0206825 57.112
36 1.68727 1.64095 58.9036
37 67.1672 67.0997 60.5037
38 1.6836 1.65582 62.1344
39 0.0109767 0.0098642 63.8211
40 1.70943 1.70278 65.4572
41 67.1657 3.35356 67.1952
42 1.65423 5.06951 1.69332
43 67.1558 3.2853 3.29577
44 1.66945 5.00382 5.01063
45 67.0958 3.29802 6.66573
46 1.65386 5.0006 8.37972
47 67.1582 3.32563 10.1532
48 1.76529 4.99253 11.8355
49 0.00222623 3.3248 13.4455
50 1.73421 5.00114 15.0961
51 0.0543028 3.32577 16.7931
52 1.64482 5.00083 18.455
53 67.1223 3.35921 20.1353
54 1.58812 5.06103 21.7898
55 67.1659 3.33732 23.5217
56 1.61189 5.04555 25.2262
57 67.1972 3.38607 26.866
58 1.69726 5.10908 28.6158
59 0.0264635 3.39459 30.2921
60 1.6699 5.10615 31.9069
61 0.0451454 3.33016 33.5486
62 1.63559 5.04438 35.3191
63 67.164 3.32384 36.9918
64 1.6575 5.07105 38.588
65 67.199 3.39239 40.364
66 1.66981 5.08538 42.0396
67 67.1932 3.28876 43.6938
