ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.6200000000000003e+01
0.0000000000000000e+00 6.6200000000000003e+01
0.0000000000000000e+00 6.6200000000000003e+01
ITEM: ATOMS id x y z
1 66.1964 66.1973 0.0388872
2 1.67684 1.58692 1.63661
3 0.0403348 0.0141581 3.27254
4 1.59707 1.61562 4.95695
5 0.0107197 0.02702 6.69101
6 1.59972 1.66805 8.29492
7 66.1156 0.0122976 9.9486
8 1.60527 1.60312 11.5807
9 0.0146647 0.00833443 13.3107
10 1.6279 1.69329 14.8912
11 0.00820479 66.1935 16.4714
12 1.61966 1.70115 18.2071
13 66.1511 0.0345309 19.844
14 1.64872 1.69052 21.4998
15 66.1499 0.0268375 23.2104
16 1.60809 1.6666 24.8795
17 66.176 66.1882 26.5074
18 1.5237 1.70805 28.1154
19 66.103 0.0299956 29.764
20 1.66713 1.62226 31.4301
21 0.0194937 66.1897 33.1353
22 1.64249 1.6757 34.7515
23 0.043024 66.1604 36.3617
24 1.65032 1.62687 38.054
25 66.173 66.1357 39.6955
26 1.65846 1.63222 41.4016
27 0.0353929 66.1833 43.0647
28 1.7106 1.623 44.6893
29 66.1062 0.0379756 46.3725
30 1.67262 1.62093 47.9986
31 66.1572 0.016604 49.6339
32 1.64628 1.59265 51.2915
33 66.0756 66.1476 52.9832
34 1.65254 1.65471 54.6117
35 66.1701 0.0581018 56.2841
36 1.62924 1.71972 57.8582
37 0.0792113 0.00236958 59.504
38 1.61714 1.69543 61.2673
39 0.0316755 66.1687 62.8835
40 1.71197 1.62828 64.5471
41 66.1882 3.26682 66.1564
42 1.62262 4.98758 1.60966
43 0.0447942 3.24333 3.3101
44 1.65759 4.92757 4.96346
45 0.0161956 3.29229 6.61201
46 1.59644 4.8918 8.27347
47 66.184 3.2441 9.97696
48 1.67892 4.88805 11.6446
49 0.0010653 3.25362 13.2572
50 1.66518 4.93203 14.9058
51 66.1698 3.30741 16.5302
52 1.63196 4.92235 18.1727
53 66.0299 3.2923 19.8696
54 1.5155 4.92964 21.4765
55 66.0972 3.33623 23.1889
56 1.59697 4.94208 24.8685
57 66.1339 3.37677 26.504
58 1.577 4.98512 28.1382
59 66.1645 3.31606 29.8044
60 1.64921 4.95943 31.4039
61 66.159 3.32288 33.0049
62 1.64412 4.84602 34.7203
63 0.00209226 3.34526 36.4133
64 1.70249 4.94034 38.0988
65 0.0580195 3.34663 39.6687
66 1.68924 4.91382 41.3888
