ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.9000000000000000e+01
0.0000000000000000e+00 6.9000000000000000e+01
0.0000000000000000e+00 6.9000000000000000e+01
ITEM: ATOMS id x y z
1 0.103569 68.8679 68.9994
2 1.76905 1.66792 1.64374
3 0.119044 68.9838 3.33738
4 1.68679 1.71588 5.15792
5 68.9495 68.9809 6.92421
6 1.6988 1.76439 8.50947
7 0.00123447 0.0250011 10.2949
8 1.65717 1.76745 12.1269
9 68.9911 0.0424297 13.8477
10 1.61727 1.75135 15.5608
11 68.9739 68.9963 17.3274
12 1.68094 1.76318 19.0208
13 0.00119716 68.9905 20.7038
14 1.75828 1.75725 22.4507
15 0.0858193 68.989 24.1598
16 1.71047 1.69137 25.9375
17 68.9611 0.0814223 27.7322
18 1.76954 1.73263 29.3306
19 68.9898 0.0817791 31.1136
20 1.86145 1.81942 32.7944
21 0.100321 0.0513334 34.4472
22 1.74715 1.85557 36.199
23 68.9732 0.0485633 37.9425
24 1.73498 1.74917 39.7004
25 68.9654 68.9746 41.4083
26 1.78772 1.73175 43.0352
27 0.0470017 0.00539242 44.8554
28 1.77824 1.76918 46.5669
29 0.0331863 0.035869 48.2821
30 1.80144 1.75268 49.9893
31 0.03335 0.0423877 51.7987
32 1.90743 1.59199 53.4974
33 0.0568642 0.0198446 55.1368
34 1.76295 1.656 56.9455
35 0.028884 0.00975767 58.8153
36 1.7801 1.70828 60.4191
37 0.086625 68.9676 62.1091
38 1.66743 1.67476 63.9117
39 0.0527551 68.857 65.5889
40 1.68896 1.68429 67.2544
41 68.9515 3.53799 68.9847
42 1.68607 5.05297 1.71019
43 0.0197371 3.38785 3.31397
44 1.68288 5.06173 5.13362
45 68.9605 3.37281 6.92149
46 1.76181 5.19773 8.59953
47 4.82894e-05 3.42993 10.3425
48 1.72153 5.16462 12.1151
49 68.9666 3.48017 13.8198
50 1.72823 5.19595 15.5439
51 68.8655 3.52972 17.1842
52 1.62621 5.13826 18.967
53 68.9512 3.43057 20.8191
54 1.8044 5.10989 22.5062
55 0.0162404 3.47145 24.2481
56 1.86148 5.18915 25.9119
57 68.9685 3.46137 27.6406
58 1.74457 5.15695 29.3843
59 68.9719 3.45963 31.0732
60 1.8404 5.12588 32.8328
61 0.104589 3.51006 34.5566
62 1.76699 5.21959 36.2204
63 0.0510155 3.53084 37.9383
64 1.72955 5.22124 39.6061
65 68.9679 3.4972 41.2993
66 1.7686 5.21936 43.0887
