ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.9000000000000000e+01
0.0000000000000000e+00 6.9000000000000000e+01
0.0000000000000000e+00 6.9000000000000000e+01
ITEM: ATOMS id x y z
1 68.9685 0.0591985 68.989
2 1.66216 1.79028 1.69098
3 68.9265 0.0517748 3.44273
4 1.64377 1.77543 5.19996
5 0.00325674 0.0133057 6.91765
6 1.6999 1.79076 8.57758
7 0.039243 0.0412045 10.3761
8 1.76492 1.78642 12.0536
9 0.0224328 0.0539904 13.7367
10 1.76232 1.73593 15.4767
11 68.9364 0.0737565 17.2901
12 1.75972 1.78145 18.981
13 68.9878 0.047233 20.6233
14 1.77236 1.72632 22.4149
15 68.9869 0.0317455 24.2262
16 1.72472 1.7346 25.8727
17 68.9139 68.9817 27.6108
18 1.78426 1.72565 29.2471
19 68.9851 0.0437406 31.0067
20 1.74911 1.78039 32.7825
21 0.0180441 0.0733284 34.4958
22 1.7416 1.68863 36.2429
23 0.0202908 0.0329731 37.9595
24 1.68596 1.78286 39.7077
25 68.9687 0.0206388 41.3988
26 1.67922 1.77896 43.1576
27 68.9602 68.9945 44.8867
28 1.76121 1.78282 46.5655
29 68.9894 0.0303207 48.3383
30 1.73649 1.74509 49.9647
31 68.8994 68.9683 51.8078
32 1.67458 1.65187 53.5104
33 68.9316 68.9701 55.2297
34 1.70231 1.69804 56.9313
35 68.9248 68.9846 58.6043
36 1.71497 1.67354 60.3097
37 0.00953648 0.0323015 62.0697
38 1.7139 1.76046 63.8272
39 0.0764454 0.0897632 65.5492
40 1.69909 1.7862 67.2583
41 0.00391608 3.50881 68.9137
42 1.62043 5.18888 1.67517
43 68.925 3.50716 3.44017
44 1.69158 5.18367 5.18881
45 68.9773 3.52233 6.90698
46 1.69504 5.23828 8.60571
47 68.9934 3.46628 10.3036
48 1.77724 5.17586 12.06
49 68.9627 3.49617 13.8133
50 1.71036 5.21778 15.51
51 68.9603 3.50828 17.2168
52 1.74202 5.21733 18.9722
53 0.0282047 3.44345 20.7131
54 1.76158 5.18603 22.3466
55 0.0534009 3.40133 24.1
56 1.72737 5.12242 25.823
57 68.9269 3.47489 27.6634
58 1.74139 5.21559 29.3613
59 68.9639 3.41446 31.0167
60 1.69488 5.16225 32.7553
61 0.0562661 3.44726 34.4355
62 1.69163 5.18669 36.2287
63 68.9622 3.45467 37.9585
64 1.75133 5.15844 39.7124
65 68.8378 3.53812 41.3868
66 1.75504 5.14907 43.1701
