ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.7000000000000000e+01
0.0000000000000000e+00 6.7000000000000000e+01
0.0000000000000000e+00 6.7000000000000000e+01
ITEM: ATOMS id x y z
1 0.0338438 66.9769 0.0172482
2 1.6712 1.67429 1.67072
3 66.9989 0.00341281 3.33715
4 1.64518 1.7305 5.09764
5 66.9517 66.985 6.68427
6 1.65024 1.71014 8.34719
7 66.9671 66.9194 10.1413
8 1.67447 1.64085 11.7758
9 66.9158 66.9035 13.4318
10 1.69827 1.68346 15.031
11 66.9505 0.0166859 16.7191
12 1.7189 1.64114 18.475
13 66.9863 0.0869771 20.0937
14 1.75387 1.72252 21.7932
15 0.0224228 0.0506176 23.424
16 1.66863 1.70983 25.1608
17 66.969 0.0312451 26.9214
18 1.69319 1.70958 28.5143
19 66.9736 66.9835 30.1328
20 1.61525 1.69143 31.8006
21 66.9697 66.9898 33.5091
22 1.6975 1.6831 35.2123
23 66.95 66.9951 36.8766
24 1.61719 1.67553 38.4748
25 66.9194 0.047206 40.1948
26 1.62708 1.67238 41.8627
27 66.9345 0.102606 43.5274
28 1.60658 1.65685 45.2188
29 0.00468942 66.9474 46.9301
30 1.70765 1.68281 48.5779
31 0.0177976 66.9859 50.2262
32 1.64116 1.66822 51.953
33 0.0210419 0.0161732 53.5543
34 1.71271 1.68198 55.2676
35 66.9634 0.0575693 56.9565
36 1.73516 1.69102 58.5995
37 66.9816 0.0657925 60.2444
38 1.64865 1.64109 61.923
39 0.0393405 66.9575 63.6442
40 1.67591 1.62175 65.3693
41 0.0522578 3.32638 66.9642
42 1.63232 5.04915 1.68371
43 0.0218007 3.29762 3.34259
44 1.68675 5.07701 5.08837
45 66.9374 3.44091 6.72096
46 1.66261 5.09485 8.36349
47 66.9618 3.42289 10.0754
48 1.62719 5.14924 11.7116
49 0.0252054 3.5203 13.2852
50 1.70689 5.06271 15.0719
51 0.0505176 3.35958 16.7819
52 1.69604 5.04309 18.4806
53 0.0391116 3.31315 20.0564
54 1.67825 5.02527 21.7785
55 66.9396 3.37502 23.4528
56 1.70565 5.02231 25.1292
57 66.9479 3.38146 26.8361
58 1.69105 5.05472 28.5231
59 0.00546975 3.36798 30.1489
60 1.68684 5.05139 31.7823
61 66.9854 3.40278 33.4989
62 1.71059 5.05664 35.1362
63 0.0281513 3.37262 36.8036
64 1.64912 5.03102 38.5092
65 66.9446 3.312 40.2349
66 1.59975 5.01498 41.848
