ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.6399999999999991e+01
0.0000000000000000e+00 6.6399999999999991e+01
0.0000000000000000e+00 6.6399999999999991e+01
ITEM: ATOMS id x y z
1 0.0418069 0.0151434 66.3901
2 1.74072 1.63802 1.6916
3 66.3646 0.0166327 3.31702
4 1.75286 1.67936 4.95793
5 0.0272773 0.0514251 6.63829
6 1.75912 1.81862 8.32653
7 66.3649 0.0506157 9.95323
8 1.62164 1.72881 11.6483
9 66.3341 0.0286515 13.3968
10 1.61736 1.72779 14.9696
11 0.00233408 0.0104615 16.597
12 1.67532 1.71972 18.2044
13 0.0749558 0.0668711 19.8334
14 1.65954 1.65179 21.5266
15 66.3725 0.0438735 23.1722
16 1.62697 1.652 24.8398
17 66.3979 66.3887 26.6069
18 1.71123 1.67983 28.3159
19 0.150856 0.0191339 29.9844
20 1.72108 1.64901 31.6305
21 0.108405 66.3817 33.3267
22 1.71187 1.65293 34.9104
23 0.00772841 0.0126413 36.5214
24 1.72491 1.6823 38.1066
25 66.3522 0.0213583 39.8107
26 1.72302 1.59804 41.5173
27 0.072601 0.0169051 43.0802
28 1.75844 1.6256 44.7664
29 0.0428693 0.00563709 46.4747
30 1.7415 1.7239 48.1699
31 0.0200781 66.3563 49.8627
32 1.79541 1.68536 51.4677
33 0.0400262 0.0167382 53.1017
34 1.73085 1.6771 54.8259
35 0.0806908 0.0546026 56.4266
36 1.63634 1.6008 58.0052
37 0.0276399 0.034631 59.7753
38 1.70089 1.60413 61.4883
39 0.0341114 0.0135408 63.0968
40 1.71934 1.63156 64.7801
41 0.0255085 3.27893 0.0131037
42 1.75947 4.95228 1.60897
43 0.0264665 3.31304 3.29244
44 1.80243 4.91479 4.96876
45 0.0161716 3.30899 6.6264
46 1.78399 5.03126 8.27064
47 0.0163771 3.37823 9.91692
48 1.62943 4.99878 11.6592
49 0.00767717 3.36994 13.3285
50 1.61182 5.0329 14.9417
51 66.3629 3.30233 16.5993
52 1.63883 5.04171 18.2219
53 0.0243791 3.31495 19.8606
54 1.65097 5.01133 21.4751
55 0.00824973 3.34993 23.171
56 1.64621 5.03326 24.8679
57 66.3778 3.29819 26.5166
58 1.66256 5.00668 28.2571
59 0.0430837 3.36405 29.9966
60 1.64204 5.03886 31.6534
61 0.0542362 3.28964 33.3231
62 1.65782 4.87584 34.8828
63 66.3763 3.25448 36.4892
64 1.66279 4.89221 38.126
65 0.0354757 3.20819 39.8529
