ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.6200000000000003e+01
0.0000000000000000e+00 6.6200000000000003e+01
0.0000000000000000e+00 6.6200000000000003e+01
ITEM: ATOMS id x y z
1 0.0284373 0.00672708 66.1862
2 1.70728 1.62412 1.66445
3 0.0270366 66.1951 3.33786
4 1.64483 1.59341 4.94551
5 0.0101565 66.1775 6.56747
6 1.61731 1.62727 8.24237
7 0.0581574 66.154 9.89888
8 1.64328 1.58545 11.5953
9 0.0167755 0.0199457 13.2282
10 1.69151 1.69207 14.8818
11 0.0769053 0.0661437 16.5351
12 1.73281 1.691 18.1363
13 0.0648009 0.00396903 19.8535
14 1.64428 1.724 21.5693
15 0.0194725 66.1546 23.2054
16 1.64512 1.78088 24.8216
17 0.0554032 66.1938 26.5218
18 1.70762 1.80755 28.2133
19 0.0769877 66.1584 29.7811
20 1.71387 1.70866 31.4147
21 0.0776633 66.1627 33.1227
22 1.69191 1.64668 34.7895
23 0.113064 0.0170873 36.4437
24 1.65084 1.65322 38.0815
25 66.1945 66.1248 39.7442
26 1.65731 1.66246 41.3456
27 66.1576 66.1714 43.0322
28 1.62742 1.61418 44.6434
29 66.1285 66.1925 46.3189
30 1.60748 1.61307 47.973
31 66.1435 66.1948 49.6055
32 1.55688 1.56031 51.2289
33 66.149 0.0892536 52.9302
34 1.66608 1.5921 54.6833
35 0.00104394 66.1865 56.4242
36 1.65649 1.6068 57.9362
37 66.1963 66.1578 59.5703
38 1.62181 1.6509 61.169
39 0.0838707 66.1978 62.8738
40 1.64172 1.66087 64.5939
41 0.040366 3.26496 0.0412241
42 1.62197 4.93192 1.65176
43 0.020112 3.26317 3.34886
44 1.62741 4.90437 4.99901
45 66.1479 3.2373 6.55038
46 1.61821 4.92999 8.24556
47 66.1805 3.31738 9.9325
48 1.63567 4.9523 11.6125
49 66.1957 3.27221 13.2205
50 1.61052 4.98846 14.9046
51 66.1969 3.3536 16.5911
52 1.73447 5.03272 18.1338
53 0.0260133 3.43353 19.7255
54 1.63963 5.07882 21.4843
55 0.0272886 3.50025 23.2431
56 1.63602 5.05701 24.9101
57 0.0415702 3.45253 26.5229
58 1.65856 5.08157 28.1434
59 0.0567328 3.4075 29.8005
60 1.6679 5.03106 31.4019
61 0.0978539 3.30385 33.0793
62 1.58041 5.01699 34.7708
63 0.0936886 3.3268 36.4448
64 1.64732 5.0029 38.0719
65 66.1992 3.34969 39.6649
66 1.66927 4.95361 41.304
