ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.6200000000000003e+01
0.0000000000000000e+00 6.6200000000000003e+01
0.0000000000000000e+00 6.6200000000000003e+01
ITEM: ATOMS id x y z
1 0.0105828 0.0293219 66.1491
2 1.71087 1.67066 1.63484
3 66.1869 0.0570353 3.34406
4 1.68765 1.69698 5.06484
5 66.1174 0.0576142 6.66575
6 1.68251 1.68511 8.2802
7 66.1687 0.0229638 9.96933
8 1.70159 1.6122 11.5461
9 66.1776 0.0172721 13.1957
10 1.66182 1.66386 14.9426
11 0.0456413 0.0280391 16.5767
12 1.68317 1.77063 18.2071
13 0.0938391 0.00949637 19.891
14 1.68475 1.70909 21.5399
15 0.129618 66.1197 23.1644
16 1.67405 1.66569 24.7715
17 0.0712232 0.00073329 26.4476
18 1.69895 1.64524 28.0889
19 0.0494051 66.1753 29.8055
20 1.66914 1.61727 31.482
21 66.1777 66.1527 33.047
22 1.69075 1.57665 34.7463
23 66.1915 0.0125023 36.436
24 1.58024 1.6324 38.0841
25 66.1705 66.1971 39.6805
26 1.62872 1.71906 41.3315
27 0.0938455 66.1766 43.0656
28 1.58816 1.75256 44.7149
29 0.056962 66.1442 46.3375
30 1.65512 1.66053 47.9875
31 0.0215871 66.199 49.6504
32 1.72115 1.57035 51.2653
33 0.0152083 66.1963 53.0335
34 1.73506 1.6223 54.6477
35 66.1472 0.00311931 56.253
36 1.69725 1.67606 57.9318
37 66.1465 66.1544 59.5836
38 1.72497 1.6455 61.2077
39 0.0158622 66.1289 62.8793
40 1.65858 1.69772 64.52
41 0.0270916 3.35113 66.1874
42 1.63941 4.96434 1.58985
43 0.0292471 3.30311 3.32001
44 1.62957 4.94639 5.01661
45 66.1617 3.33835 6.63737
46 1.66733 4.90985 8.27106
47 66.1623 3.34023 10.0066
48 1.67774 5.02543 11.6733
49 66.1799 3.27498 13.1966
50 1.67073 4.91949 14.8775
51 0.0261139 3.33328 16.5301
52 1.74939 4.94028 18.2258
53 0.0828432 3.38363 19.8872
54 1.68173 5.03064 21.4924
55 0.0833522 3.37893 23.0855
56 1.61265 4.85885 24.7604
57 66.1788 3.29587 26.4147
58 1.58658 4.9306 28.1337
59 0.0592166 3.24241 29.7801
60 1.65582 4.91932 31.4664
61 0.0118344 3.29893 33.1111
62 1.66096 5.0071 34.7354
63 66.1605 3.34018 36.406
64 1.61144 5.00934 38.0816
65 66.1095 3.31916 39.6253
66 1.60358 4.9585 41.32
