ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.8400000000000006e+01
0.0000000000000000e+00 6.8400000000000006e+01
0.0000000000000000e+00 6.8400000000000006e+01
ITEM: ATOMS id x y z
1 68.3519 68.3879 0.0335051
2 1.59048 1.64037 1.78143
3 68.3541 0.00515078 3.42529
4 1.70992 1.66059 5.12721
5 68.3378 68.3756 6.84008
6 1.71018 1.68684 8.55417
7 68.3022 68.3702 10.2417
8 1.67349 1.62385 11.9908
9 68.3334 68.3408 13.7127
10 1.67024 1.72456 15.374
11 0.00967197 68.3188 17.0776
12 1.63285 1.64973 18.7923
13 68.3788 68.3755 20.4611
14 1.65641 1.68622 22.2429
15 68.2957 0.0134715 23.9913
16 1.62732 1.71491 25.7256
17 68.3024 68.3827 27.3591
18 1.67667 1.69913 29.094
19 68.334 0.0657313 30.7935
20 1.70241 1.65109 32.4234
21 0.00582641 0.0587644 34.1214
22 1.70313 1.72854 35.809
23 0.0361405 0.0340695 37.625
24 1.67 1.74211 39.3904
25 68.3938 0.00465239 41.0271
26 1.60319 1.69852 42.7438
27 0.00621434 68.3596 44.4759
28 1.69592 1.72038 46.0907
29 0.0810646 68.356 47.8487
30 1.67568 1.81337 49.7304
31 0.0395834 0.00384169 51.3224
32 1.68867 1.83385 52.944
33 0.0300323 0.0421565 54.7114
34 1.74876 1.6699 56.5496
35 68.365 68.3142 58.2575
36 1.73183 1.68504 59.8745
37 68.3336 68.3613 61.4983
38 1.65181 1.72279 63.262
39 68.3139 0.0126493 64.9204
40 1.65129 1.69052 66.6298
41 68.3376 3.44824 68.3814
42 1.69578 5.1331 1.68224
43 68.3867 3.34822 3.39313
44 1.70146 5.05655 5.05199
45 68.3611 3.36244 6.78222
46 1.63165 5.11073 8.50931
47 68.2841 3.39389 10.3046
48 1.56521 5.18364 12.003
49 68.3183 3.44667 13.6508
50 1.74214 5.13041 15.4051
51 68.3525 3.46528 17.0995
52 1.71262 5.13759 18.8478
53 0.00415487 3.39632 20.4097
54 1.75465 5.09692 22.1916
55 68.3609 3.34609 23.9572
56 1.72978 5.04357 25.7033
57 68.3806 3.32745 27.3812
58 1.7769 5.05433 29.0705
59 68.3763 3.44977 30.857
60 1.85177 5.15055 32.3347
61 0.0595452 3.42049 34.1619
62 1.74413 5.11409 36.0054
63 0.0599407 3.37717 37.6054
64 1.69746 5.11163 39.3495
65 68.3862 3.36756 41.0782
66 1.67269 5.13695 42.7372
67 0.026332 3.39576 44.4839
