ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.6000000000000000e+01
0.0000000000000000e+00 6.6000000000000000e+01
0.0000000000000000e+00 6.6000000000000000e+01
ITEM: ATOMS id x y z
1 0.0443042 65.8732 65.9939
2 1.61655 1.55679 1.66681
3 65.9183 0.0914854 3.3027
4 1.65231 1.6544 4.92818
5 65.9627 0.0391733 6.63367
6 1.66988 1.68532 8.25063
7 0.0117377 0.0108489 9.92668
8 1.62653 1.65282 11.5657
9 65.9938 65.8738 13.2505
10 1.62597 1.61471 14.8899
11 65.9939 65.9179 16.5206
12 1.68445 1.51693 18.1022
13 0.0754602 65.9257 19.7954
14 1.69143 1.64399 21.4237
15 0.161779 65.9839 23.035
16 1.6891 1.74356 24.7242
17 0.0555691 0.0926721 26.4355
18 1.70196 1.65937 28.0664
19 0.0237051 0.0745445 29.745
20 1.63387 1.74702 31.3734
21 65.9916 0.0562724 32.9999
22 1.6955 1.7189 34.6988
23 0.10831 0.0101781 36.3342
24 1.72302 1.65466 37.96
25 65.9502 0.113106 39.7093
26 1.62705 1.70221 41.3208
27 65.9236 0.0351725 42.8775
28 1.60545 1.63218 44.5195
29 65.9073 65.9724 46.235
30 1.64091 1.61717 47.8479
31 65.9639 65.996 49.5259
32 1.63293 1.61148 51.1247
33 65.9778 0.0385747 52.719
34 1.58975 1.65434 54.3777
35 0.0361925 65.9985 56.1052
36 1.58882 1.69 57.7174
37 65.9803 65.9415 59.3806
38 1.62335 1.70688 61.042
39 0.0103587 65.9483 62.6489
40 1.64324 1.61934 64.3699
41 65.9582 3.32059 0.0378006
42 1.59539 4.98859 1.70054
43 65.9669 3.24209 3.29758
44 1.6578 4.89193 4.93609
45 65.9948 3.29121 6.57505
46 1.65957 4.85527 8.27339
47 0.0334363 3.26774 9.93691
48 1.64741 4.86533 11.5045
49 0.0483872 3.28617 13.2111
50 1.6366 4.95877 14.8885
51 65.9669 3.26381 16.5994
52 1.70207 5.00648 18.1607
53 65.9828 3.26813 19.7123
54 1.7212 4.99392 21.4183
55 0.122833 3.244 23.0202
56 1.6955 4.95495 24.7045
57 0.0720959 3.26384 26.4396
58 1.66374 4.85855 28.1267
59 0.0469619 3.20673 29.6734
60 1.60176 4.88258 31.4078
61 65.9921 3.2933 33.0471
62 1.61898 4.88883 34.5965
63 0.0162507 3.37115 36.3479
64 1.64988 4.90465 37.9963
65 65.9876 3.26281 39.6205
66 1.63746 4.8967 41.2778
