ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.8200000000000003e+01
0.0000000000000000e+00 6.8200000000000003e+01
0.0000000000000000e+00 6.8200000000000003e+01
ITEM: ATOMS id x y z
1 68.1985 0.0335228 0.00341983
2 1.68847 1.74013 1.73558
3 0.00515398 0.113152 3.41371
4 1.73768 1.71425 5.10788
5 0.043273 0.0379658 6.81145
6 1.81446 1.69531 8.54876
7 0.0899147 68.1915 10.2425
8 1.7585 1.71241 11.9893
9 68.1959 0.0520671 13.6881
10 1.73887 1.71339 15.4161
11 68.1608 68.18 17.1048
12 1.7278 1.6715 18.7556
13 0.0001811 68.1787 20.4723
14 1.73947 1.75216 22.1052
15 68.1827 0.0447492 23.8293
16 1.64213 1.6769 25.5744
17 0.0356098 0.042268 27.2516
18 1.67715 1.77725 28.9493
19 0.0474184 0.0303438 30.6803
20 1.73714 1.76543 32.3528
21 0.132308 0.0676712 34.1489
22 1.80769 1.70223 35.7948
23 0.0680665 0.0429278 37.5443
24 1.74474 1.77105 39.2976
25 68.1645 68.1604 40.9104
26 1.65573 1.68348 42.6135
27 0.0237591 68.1586 44.3364
28 1.70505 1.63856 46.0208
29 68.1743 68.092 47.7212
30 1.73964 1.59734 49.3537
31 68.1653 0.0157017 51.1963
32 1.65249 1.725 52.9123
33 68.1836 68.1825 54.5657
34 1.71754 1.72092 56.2339
35 68.1949 68.1889 57.9587
36 1.70573 1.70349 59.7333
37 68.1455 0.0517925 61.3726
38 1.72639 1.71345 63.0979
39 68.1689 0.0639749 64.7174
40 1.68982 1.75439 66.5056
41 0.0339481 3.37436 0.0971024
42 1.71826 5.06807 1.72224
43 0.0455109 3.40323 3.43089
44 1.73517 5.0975 5.07203
45 0.0578164 3.38793 6.78853
46 1.83893 5.05636 8.53443
47 0.0471425 3.42924 10.1835
48 1.736 5.12618 11.9759
49 0.0431811 3.42584 13.7502
50 1.72127 5.13194 15.3968
51 0.047874 3.48204 17.1283
52 1.71735 5.2449 18.794
53 0.00243723 3.54706 20.4808
54 1.69661 5.13527 22.1796
55 68.1076 3.42535 23.8533
56 1.61928 5.14244 25.5426
57 68.1994 3.41977 27.2433
58 1.66036 5.06328 28.9965
59 0.0405598 3.40566 30.6587
60 1.71118 5.08625 32.4026
61 0.0287856 3.45383 34.1808
62 1.72105 5.13721 35.7885
63 0.0857312 3.42995 37.4948
64 1.77551 5.14555 39.2423
65 0.084337 3.47195 40.8949
66 1.7865 5.0769 42.6035
