ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.8000000000000000e+01
0.0000000000000000e+00 6.8000000000000000e+01
0.0000000000000000e+00 6.8000000000000000e+01
ITEM: ATOMS id x y z
1 0.034475 67.9928 67.929
2 1.70798 1.70908 1.6235
3 0.0291841 67.9717 3.3915
4 1.77236 1.70477 5.10995
5 67.9599 0.0147951 6.829
6 1.63662 1.68046 8.60134
7 67.9065 67.9797 10.2912
8 1.57497 1.71244 11.9296
9 67.9615 67.9584 13.6144
10 1.65585 1.66318 15.2356
11 67.9937 67.9487 16.8947
12 1.54769 1.69011 18.6653
13 67.9422 67.9715 20.4082
14 1.73707 1.68692 22.1563
15 67.9476 67.93 23.8376
16 1.64944 1.66527 25.5708
17 67.9523 67.9211 27.235
18 1.73388 1.68089 28.8637
19 67.9656 67.9724 30.5343
20 1.68128 1.6348 32.2815
21 67.8917 67.9647 33.9867
22 1.74583 1.6437 35.6363
23 67.994 67.9233 37.4126
24 1.71543 1.7194 39.0291
25 67.9826 67.981 40.7514
26 1.69418 1.70242 42.5133
27 67.9352 67.9862 44.1565
28 1.66435 1.77619 45.8966
29 67.9999 0.117624 47.5976
30 1.67136 1.71918 49.2939
31 67.9485 0.0652452 51.0405
32 1.62367 1.71076 52.8288
33 67.967 0.015013 54.3853
34 1.62282 1.6631 56.0172
35 67.9778 67.9633 57.8298
36 1.5708 1.68264 59.427
37 67.8758 0.0532997 61.2164
38 1.65758 1.7028 62.9304
39 67.9753 0.0177742 64.6312
40 1.65447 1.71166 66.26
41 0.0497526 3.34669 67.9404
42 1.68406 5.0771 1.72391
43 0.0292166 3.30817 3.3916
44 1.69247 5.10293 5.10953
45 0.00559281 3.36691 6.87492
46 1.57725 5.10183 8.57483
47 67.9334 3.37897 10.278
48 1.67233 5.03511 11.9062
49 67.9614 3.39848 13.5598
50 1.67979 5.06561 15.2607
51 0.03588 3.35632 16.9335
52 1.57131 5.07991 18.6729
53 67.9503 3.37827 20.3557
54 1.68317 5.08668 22.0966
55 67.9335 3.39587 23.787
56 1.69822 5.05966 25.5714
57 67.9543 3.43969 27.2405
58 1.76968 5.03908 28.904
59 67.9726 3.40049 30.5844
60 1.6779 5.07296 32.2553
61 0.0471366 3.42451 33.9583
62 1.69023 5.13499 35.6354
63 0.00185651 3.43573 37.3482
64 1.68813 5.11934 38.9596
65 0.0606195 3.46326 40.8082
66 1.75288 5.10689 42.6469
67 0.0317301 3.44357 44.1938
