(written by ASE)

16000 atoms
5 atom types

0.0      68.799999999999997  xlo xhi
0.0      68.799999999999997  ylo yhi
0.0      68.799999999999997  zlo zhi

Atoms # atomic

     1   5                       0                       0                       0
     2   5                    1.72                    1.72                    1.72
     3   3                       0                       0      3.4399999999999999
     4   4                    1.72                    1.72      5.1600000000000001
     5   1                       0                       0      6.8799999999999999
     6   5                    1.72                    1.72      8.5999999999999996
     7   4                       0                       0                   10.32
     8   5                    1.72                    1.72      12.040000000000001
     9   5                       0                       0                   13.76
    10   4                    1.72                    1.72                   15.48
    11   2                       0                       0      17.199999999999999
    12   3                    1.72                    1.72      18.919999999999998
    13   2                       0                       0      20.640000000000001
    14   5                    1.72                    1.72      22.359999999999999
    15   1                       0                       0      24.079999999999998
    16   5                    1.72                    1.72      25.799999999999997
    17   4                       0                       0                   27.52
    18   3                    1.72                    1.72      29.239999999999998
    19   4                       0                       0      30.960000000000001
    20   5                    1.72                    1.72                   32.68
    21   1                       0                       0      34.399999999999999
    22   5                    1.72                    1.72      36.119999999999997
    23   1                       0                       0      37.839999999999996
    24   3                    1.72                    1.72      39.559999999999995
    25   2                       0                       0      41.280000000000001
    26   3                    1.72                    1.72                      43
    27   3                       0                       0      44.719999999999999
    28   1                    1.72                    1.72      46.439999999999998
    29   4                       0                       0      48.159999999999997
    30   5                    1.72                    1.72      49.879999999999995
    31   4                       0                       0      51.600000000000001
    32   1                    1.72                    1.72                   53.32
    33   3                       0                       0      55.039999999999999
    34   2                    1.72                    1.72      56.759999999999998
    35   2                       0                       0      58.479999999999997
    36   1                    1.72                    1.72      60.199999999999996
    37   4                       0                       0      61.920000000000002
    38   3                    1.72                    1.72      63.640000000000001
    39   4                       0                       0      65.359999999999999
    40   5                    1.72                    1.72      67.079999999999998
    41   3                       0      3.4399999999999999                       0
    42   1                    1.72      5.1600000000000001                    1.72
    43   5                       0      3.4399999999999999      3.4399999999999999
    44   2                    1.72      5.1600000000000001      5.1600000000000001
    45   5                       0      3.4399999999999999      6.8799999999999999
    46   4                    1.72      5.1600000000000001      8.5999999999999996
    47   3                       0      3.4399999999999999                   10.32
    48   5                    1.72      5.1600000000000001      12.040000000000001
    49   2                       0      3.4399999999999999                   13.76
    50   3                    1.72      5.1600000000000001                   15.48
    51   4                       0      3.4399999999999999      17.199999999999999
    52   3                    1.72      5.1600000000000001      18.919999999999998
    53   1                       0      3.4399999999999999      20.640000000000001
    54   5                    1.72      5.1600000000000001      22.359999999999999
    55   1                       0      3.4399999999999999      24.079999999999998
    56   3                    1.72      5.1600000000000001      25.799999999999997
    57   1                       0      3.4399999999999999                   27.52
    58   5                    1.72      5.1600000000000001      29.239999999999998
    59   3                       0      3.4399999999999999      30.960000000000001
    60   4                    1.72      5.1600000000000001                   32.68
    61   1                       0      3.4399999999999999      34.399999999999999
    62   4                    1.72      5.1600000000000001      36.119999999999997
    63   2                       0      3.4399999999999999      37.839999999999996
    64   3                    1.72      5.1600000000000001      39.559999999999995
    65   3                       0      3.4399999999999999      41.280000000000001
    66   2                    1.72      5.1600000000000001                      43
    67   2                       0      3.4399999999999999      44.719999999999999
    68   5                    1.72      5.1600000000000001      46.439999999999998
    69   2                       0      3.4399999999999999      48.159999999999997
    70   3                    1.72      5.1600000000000001      49.879999999999995
    71   5                       0      3.4399999999999999      51.600000000000001
    72   3                    1.72      5.1600000000000001                   53.32
    73   4                       0      3.4399999999999999      55.039999999999999
    74   3                    1.72      5.1600000000000001      56.759999999999998
    75   5                       0      3.4399999999999999      58.479999999999997
    76   3                    1.72      5.1600000000000001      60.199999999999996
    77   2                       0      3.4399999999999999      61.920000000000002
    78   3                    1.72      5.1600000000000001      63.640000000000001
    79   5                       0      3.4399999999999999      65.359999999999999
    80   2                    1.72      5.1600000000000001      67.079999999999998
    81   3                       0      6.8799999999999999                       0
    82   1                    1.72      8.5999999999999996                    1.72
    83   3                       0      6.8799999999999999      3.4399999999999999
    84   1                    1.72      8.5999999999999996      5.1600000000000001
    85   4                       0      6.8799999999999999      6.8799999999999999
    86   2                    1.72      8.5999999999999996      8.5999999999999996
    87   1                       0      6.8799999999999999                   10.32
    88   3                    1.72      8.5999999999999996      12.040000000000001
    89   4                       0      6.8799999999999999                   13.76
    90   2                    1.72      8.5999999999999996                   15.48
    91   3                       0      6.8799999999999999      17.199999999999999
    92   4                    1.72      8.5999999999999996      18.919999999999998
    93   1                       0      6.8799999999999999      20.640000000000001
    94   5                    1.72      8.5999999999999996      22.359999999999999
    95   2                       0      6.8799999999999999      24.079999999999998
    96   1                    1.72      8.5999999999999996      25.799999999999997
    97   2                       0      6.8799999999999999                   27.52
    98   1                    1.72      8.5999999999999996      29.239999999999998
    99   3                       0      6.8799999999999999      30.960000000000001
   100   4                    1.72      8.5999999999999996                   32.68
   101   2                       0      6.8799999999999999      34.399999999999999
   102   3                    1.72      8.5999999999999996      36.119999999999997
   103   2                       0      6.8799999999999999      37.839999999999996
   104   5                    1.72      8.5999999999999996      39.559999999999995
   105   4                       0      6.8799999999999999      41.280000000000001
   106   1                    1.72      8.5999999999999996                      43
   107   3                       0      6.8799999999999999      44.719999999999999
   108   4                    1.72      8.5999999999999996      46.439999999999998
   109   3                       0      6.8799999999999999      48.159999999999997
   110   1                    1.72      8.5999999999999996      49.879999999999995
   111   1                       0      6.8799999999999999      51.600000000000001
   112   2                    1.72      8.5999999999999996                   53.32
   113   4                       0      6.8799999999999999      55.039999999999999
   114   1                    1.72      8.5999999999999996      56.759999999999998
   115   3                       0      6.8799999999999999      58.479999999999997
   116   5                    1.72      8.5999999999999996      60.199999999999996
   117   2                       0      6.8799999999999999      61.920000000000002
   118   1                    1.72      8.5999999999999996      63.640000000000001
   119   4                       0      6.8799999999999999      65.359999999999999
   120   1                    1.72      8.5999999999999996      67.079999999999998
   121   2                       0                   10.32                       0
   122   5                    1.72      12.040000000000001                    1.72
   123   2                       0                   10.32      3.4399999999999999
   124   1                    1.72      12.040000000000001      5.1600000000000001
   125   2                       0                   10.32      6.8799999999999999
   126   4                    1.72      12.040000000000001      8.5999999999999996
   127   5                       0                   10.32                   10.32
   128   1                    1.72      12.040000000000001      12.040000000000001
   129   2                       0                   10.32                   13.76
   130   1                    1.72      12.040000000000001                   15.48
   131   4                       0                   10.32      17.199999999999999
   132   1                    1.72      12.040000000000001      18.919999999999998
   133   5                       0                   10.32      20.640000000000001
   134   3                    1.72      12.040000000000001      22.359999999999999
   135   5                       0                   10.32      24.079999999999998
   136   5                    1.72      12.040000000000001      25.799999999999997
   137   5                       0                   10.32                   27.52
   138   4                    1.72      12.040000000000001      29.239999999999998
   139   1                       0                   10.32      30.960000000000001
   140   5                    1.72      12.040000000000001                   32.68
   141   2                       0                   10.32      34.399999999999999
   142   4                    1.72      12.040000000000001      36.119999999999997
   143   4                       0                   10.32      37.839999999999996
   144   2                    1.72      12.040000000000001      39.559999999999995
   145   5                       0                   10.32      41.280000000000001
