ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.8600000000000009e+01
0.0000000000000000e+00 6.8600000000000009e+01
0.0000000000000000e+00 6.8600000000000009e+01
ITEM: ATOMS id x y z
1 0.0972844 0.11677 0.103923
2 1.68723 1.73772 1.78689
3 0.0142522 0.0395347 3.44858
4 1.71376 1.67229 5.11653
5 68.5671 68.5994 6.78421
6 1.76478 1.80642 8.57339
7 0.0321113 0.00305269 10.2362
8 1.75774 1.74708 11.9556
9 0.0307192 0.0274012 13.7056
10 1.71653 1.69247 15.4644
11 68.5955 68.5663 17.1193
12 1.66307 1.74755 18.8222
13 68.5277 68.5732 20.479
14 1.65554 1.68528 22.2835
15 68.5772 68.5957 24.1055
16 1.74358 1.64578 25.7876
17 0.0456715 0.0434124 27.4633
18 1.73592 1.67506 29.1492
19 0.0445191 68.5926 30.8533
20 1.72929 1.73709 32.5636
21 0.0282088 0.0180772 34.2429
22 1.69883 1.69931 35.9986
23 68.5753 0.0421207 37.7775
24 1.70553 1.68282 39.3685
25 0.0440078 0.00649302 41.1355
26 1.75047 1.64681 42.8448
27 0.112458 68.5103 44.5115
28 1.75244 1.63063 46.2423
29 0.0596417 68.5506 47.9904
30 1.71837 1.65213 49.7094
31 0.0175859 68.5984 51.5211
32 1.6893 1.84743 53.2585
33 68.5364 0.0337527 54.9021
34 1.72106 1.90069 56.551
35 0.0264788 0.03363 58.2139
36 1.7025 1.73799 60.0664
37 0.00318975 0.0230662 61.8934
38 1.68134 1.71793 63.4899
39 68.5977 0.0125352 65.1684
40 1.70199 1.69255 66.9355
41 0.0662657 3.47319 0.0424809
42 1.74155 5.20577 1.7527
43 0.00591355 3.41907 3.45362
44 1.73925 5.20553 5.02707
45 0.0267565 3.45789 6.85489
46 1.782 5.1507 8.6043
47 68.582 3.47015 10.2638
48 1.71046 5.14403 12.0409
49 68.5753 3.42411 13.6814
50 1.72165 5.09174 15.3543
51 68.5964 3.44432 17.0981
52 1.71188 5.10898 18.8348
53 68.5308 3.44 20.5661
54 1.75788 5.12268 22.2745
55 68.5467 3.3864 24.0247
56 1.71362 5.06755 25.7225
57 0.00610401 3.40882 27.4964
58 1.6834 5.09185 29.2229
59 0.0571027 3.37629 30.8468
60 1.69339 5.04552 32.5199
61 68.5403 3.45522 34.2934
62 1.71792 5.08378 36.0475
63 68.5382 3.36872 37.8063
64 1.73557 5.16079 39.3716
65 68.5972 3.42825 41.1447
66 1.70376 5.19722 42.8687
