ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.6399999999999991e+01
0.0000000000000000e+00 6.6399999999999991e+01
0.0000000000000000e+00 6.6399999999999991e+01
ITEM: ATOMS id x y z
1 66.3665 66.3795 66.363
2 1.62623 1.6848 1.65929
3 66.3846 0.0283818 3.26827
4 1.63525 1.65217 4.95677
5 0.0333525 66.3347 6.65354
6 1.66221 1.63442 8.28705
7 0.084637 66.3851 9.96778
8 1.78992 1.66983 11.6797
9 0.0443574 0.0487326 13.274
10 1.78065 1.70878 14.9372
11 0.0351276 0.0310611 16.6052
12 1.69153 1.68619 18.2742
13 0.0293145 66.3739 19.9474
14 1.68302 1.67487 21.6069
15 66.3958 66.3342 23.2523
16 1.74853 1.69227 24.8861
17 0.0481466 66.316 26.4609
18 1.61255 1.68957 28.1774
19 0.0143497 66.3243 29.9494
20 1.72108 1.67685 31.5126
21 66.4 66.3955 33.2107
22 1.7133 1.7032 34.7729
23 0.0310109 0.0341649 36.4709
24 1.66947 1.71302 38.2613
25 0.0067255 66.3412 39.8385
26 1.7056 1.71946 41.4586
27 0.00556037 66.386 43.1418
28 1.63755 1.69128 44.7911
29 66.3798 0.0446527 46.5304
30 1.64176 1.65783 48.1823
31 66.3567 0.0475459 49.8162
32 1.65179 1.71444 51.4376
33 0.0693422 0.0698269 53.0571
34 1.67322 1.71053 54.7426
35 0.0219972 0.00402823 56.461
36 1.62293 1.7158 58.1633
37 66.3947 66.3962 59.8255
38 1.55977 1.69085 61.4578
39 0.0512435 66.386 63.0974
40 1.61473 1.68074 64.7098
41 66.3587 3.32419 66.3984
42 1.59245 4.92446 1.6036
43 0.0124189 3.32124 3.25321
44 1.53628 4.98741 5.05496
45 66.3855 3.29877 6.64089
46 1.6383 5.02877 8.25808
47 0.0359339 3.30079 9.99525
48 1.72815 4.99463 11.6377
49 0.0261662 3.32959 13.3085
50 1.75576 4.98215 14.9859
51 0.0701916 3.34623 16.6782
52 1.72347 4.9883 18.242
53 0.0244812 3.37359 19.924
54 1.66499 5.06533 21.5727
55 66.3763 3.41152 23.2705
56 1.77253 5.02921 24.923
57 0.00811365 3.43134 26.4646
58 1.67829 5.01149 28.1795
59 66.3362 3.36652 29.9166
60 1.71605 4.93773 31.5269
61 66.3894 3.35156 33.1895
62 1.69436 5.00964 34.8772
63 0.0682677 3.38712 36.4529
64 1.69257 5.09157 38.2488
65 0.0629296 3.51515 39.9254
66 1.73715 5.0528 41.4406
