ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.7400000000000006e+01
0.0000000000000000e+00 6.7400000000000006e+01
0.0000000000000000e+00 6.7400000000000006e+01
ITEM: ATOMS id x y z
1 67.3648 0.0497739 0.0886285
2 1.71807 1.68723 1.78566
3 67.328 0.0495287 3.345
4 1.62863 1.66227 5.11214
5 67.3176 67.334 6.76601
6 1.65247 1.63349 8.38837
7 67.2793 67.333 10.1049
8 1.64521 1.68582 11.7364
9 67.3375 0.0149985 13.5073
10 1.7487 1.56958 15.1873
11 67.398 67.3565 16.8787
12 1.73294 1.61721 18.5542
13 67.3434 0.0250151 20.2172
14 1.69094 1.64537 21.9009
15 67.393 67.3713 23.5878
16 1.6437 1.62082 25.2772
17 67.3947 67.3555 26.9837
18 1.66913 1.68085 28.6651
19 67.3651 67.3582 30.3769
20 1.71286 1.66204 32.0268
21 0.0146348 67.3288 33.5936
22 1.71894 1.50394 35.3931
23 0.0118616 67.2992 37.024
24 1.72649 1.67835 38.7394
25 0.105189 0.03866 40.526
26 1.81752 1.67864 42.1653
27 0.0445489 67.3943 43.7925
28 1.75026 1.67891 45.5176
29 0.0457052 0.00122763 47.2062
30 1.75847 1.63884 48.8609
31 0.0412765 0.0149291 50.5723
32 1.74625 1.70443 52.2209
33 67.3866 67.3982 53.8873
34 1.67607 1.70991 55.59
35 67.2983 67.392 57.214
36 1.64752 1.68468 58.9151
37 67.3117 0.079659 60.6857
38 1.6073 1.7487 62.2302
39 67.3662 0.0631519 64.004
40 1.69802 1.72557 65.7459
41 67.3866 3.42629 0.0792358
42 1.69945 5.10369 1.80801
43 67.3812 3.34046 3.31037
44 1.62096 5.06898 4.96105
45 0.0775189 3.42708 6.74941
46 1.6985 5.0768 8.45968
47 67.3626 3.39617 10.0637
48 1.71955 5.03016 11.7807
49 67.3593 3.31229 13.5221
50 1.77081 5.06856 15.1001
51 0.0424965 3.34914 16.8619
52 1.69388 5.05796 18.6457
53 0.00735912 3.23727 20.2635
54 1.65854 5.04282 21.8618
55 67.3908 3.28201 23.5836
56 1.67183 5.00576 25.2659
57 0.00424205 3.35378 26.9509
58 1.6942 4.99057 28.62
59 0.0297883 3.35715 30.3406
60 1.62531 5.04326 32.039
61 0.0214018 3.25554 33.6394
62 1.64261 5.0661 35.3793
63 67.3963 3.28878 36.9869
64 1.68903 4.99689 38.7495
65 0.0218346 3.28623 40.5623
66 1.81598 4.99472 42.2355
67 0.0552358 3.3584 43.8536
