ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.7400000000000006e+01
0.0000000000000000e+00 6.7400000000000006e+01
0.0000000000000000e+00 6.7400000000000006e+01
ITEM: ATOMS id x y z
1 67.3974 0.0323501 0.00146456
2 1.68008 1.70108 1.62521
3 0.0132199 0.0312936 3.36753
4 1.68099 1.69385 5.0271
5 67.3987 67.3877 6.74394
6 1.71571 1.71258 8.41694
7 0.00682706 67.3756 10.0607
8 1.77009 1.71761 11.7768
9 0.0732679 0.0483438 13.4536
10 1.75974 1.64463 15.2141
11 0.0705609 0.0636876 16.8798
12 1.75077 1.69335 18.5675
13 0.040042 0.121664 20.2247
14 1.77327 1.68712 21.8557
15 0.0114602 0.0447671 23.5732
16 1.70818 1.63428 25.2852
17 67.3842 67.3823 26.9687
18 1.71857 1.70219 28.7083
19 67.2921 0.00670425 30.4001
20 1.68493 1.66315 32.0152
21 67.3972 67.3759 33.7561
22 1.66454 1.66554 35.3905
23 0.0880333 0.000275726 37.0587
24 1.68802 1.70752 38.7668
25 0.112934 67.3717 40.3935
26 1.64849 1.74353 42.1229
27 0.109941 0.0256418 43.8138
28 1.73538 1.72292 45.4996
29 0.026297 0.116684 47.2157
30 1.77959 1.71749 48.881
31 67.3695 0.0526066 50.521
32 1.72184 1.73282 52.1949
33 0.00555334 0.00555937 53.9021
34 1.73624 1.69997 55.6587
35 0.0161444 0.0442359 57.3058
36 1.75959 1.68249 59.0083
37 0.0142454 0.0797383 60.6545
38 1.65305 1.66361 62.391
39 0.00677621 0.0204047 64.0555
40 1.68099 1.69925 65.721
41 67.3528 3.41779 67.3801
42 1.68923 5.07573 1.6543
43 0.012269 3.37129 3.34723
44 1.70049 5.05119 5.01494
45 0.043112 3.32661 6.65932
46 1.76153 5.03074 8.32751
47 0.0393107 3.40617 10.0829
48 1.71838 5.06299 11.8208
49 0.0754086 3.34185 13.4845
50 1.67011 5.08177 15.2176
51 0.0784497 3.34715 16.8623
52 1.72242 5.00228 18.5336
53 0.107668 3.37748 20.2558
54 1.73427 5.00931 21.9213
55 0.126261 3.37357 23.5561
56 1.66335 5.13864 25.2736
57 0.0372137 3.38723 26.9896
58 1.68124 5.02801 28.6642
59 67.3586 3.34276 30.3346
60 1.56126 4.96064 31.9792
61 67.3842 3.36161 33.7009
62 1.66136 5.08146 35.3713
63 0.0166173 3.34805 37.056
64 1.67244 5.07267 38.7601
65 0.0459244 3.35785 40.4557
66 1.68027 5.03742 42.1237
