ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.9000000000000000e+01
0.0000000000000000e+00 6.9000000000000000e+01
0.0000000000000000e+00 6.9000000000000000e+01
ITEM: ATOMS id x y z
1 68.9776 68.9709 68.8487
2 1.77334 1.72161 1.58721
3 68.8816 68.9749 3.55086
4 1.65382 1.73811 5.25137
5 0.00177804 68.9281 6.95395
6 1.695 1.63921 8.71756
7 0.0796966 68.9296 10.4915
8 1.77414 1.67708 12.1074
9 0.0188866 68.8457 13.7308
10 1.73824 1.71071 15.5091
11 68.9891 0.00495531 17.1531
12 1.72776 1.73413 18.9
13 68.9873 0.0478254 20.6869
14 1.63481 1.72748 22.4943
15 0.0173336 68.9747 24.2233
16 1.70355 1.80144 25.8924
17 0.000497448 68.9772 27.5797
18 1.67796 1.80439 29.2692
19 68.9576 0.0220937 31.0269
20 1.61041 1.79103 32.7414
21 68.9428 68.9991 34.3908
22 1.71324 1.72349 36.2432
23 68.9896 68.9786 38.082
24 1.77233 1.79638 39.6571
25 0.00108487 0.0573598 41.358
26 1.76311 1.73535 43.047
27 0.00117412 0.0448427 44.8334
28 1.71327 1.73557 46.5378
29 68.9858 0.0768472 48.2654
30 1.70105 1.69811 49.9517
31 0.0111897 68.9704 51.7822
32 1.72403 1.70679 53.4679
33 68.9692 0.032105 55.2006
34 1.68698 1.6998 57.0477
35 68.9462 68.9642 58.6915
36 1.73299 1.68818 60.4014
37 68.926 0.0234695 62.1723
38 1.79117 1.80832 63.8649
39 0.0779275 0.0102241 65.4943
40 1.78663 1.72502 67.2052
41 0.015371 3.46148 68.8386
42 1.78968 5.15456 1.61198
43 0.00802492 3.48646 3.37482
44 1.74995 5.18076 5.22204
45 68.9438 3.43931 7.07788
46 1.7161 5.21345 8.69043
47 68.9743 3.40477 10.3662
48 1.7131 5.12941 12.1394
49 0.042745 3.45473 13.7615
50 1.74242 5.16515 15.4993
51 0.00402595 3.43021 17.1671
52 1.68598 5.1368 18.9716
53 68.9595 3.38798 20.723
54 1.71927 5.1225 22.4378
55 68.9964 3.46866 24.1619
56 1.70343 5.18901 25.9444
57 68.9314 3.51804 27.6227
58 1.73026 5.20115 29.3569
59 68.8895 3.52623 30.9691
60 1.66892 5.22657 32.752
61 68.9948 3.44301 34.4974
62 1.69388 5.2315 36.1391
63 0.00492916 3.57827 37.9436
64 1.79831 5.19101 39.6819
65 68.9813 3.49304 41.3746
66 1.76017 5.20652 43.0012
