ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.7599999999999994e+01
0.0000000000000000e+00 6.7599999999999994e+01
0.0000000000000000e+00 6.7599999999999994e+01
ITEM: ATOMS id x y z
1 67.5698 67.5236 67.5891
2 1.71068 1.66712 1.63289
3 67.5357 0.0462259 3.39557
4 1.73765 1.6531 5.06549
5 67.5361 0.0795371 6.68779
6 1.66214 1.67596 8.4622
7 0.0462575 67.5358 10.1479
8 1.632 1.71812 11.7732
9 67.5586 0.0775597 13.4938
10 1.58913 1.71245 15.1925
11 0.037601 0.0255212 16.9661
12 1.7165 1.77155 18.6676
13 67.5845 67.5789 20.3251
14 1.65161 1.76737 21.9995
15 0.0119968 67.5783 23.6668
16 1.73944 1.67291 25.3207
17 0.151818 0.011191 26.9918
18 1.71457 1.66798 28.7193
19 0.165053 67.594 30.4464
20 1.77856 1.69256 32.1004
21 0.0414118 0.032399 33.8008
22 1.72585 1.75165 35.4774
23 0.00838304 0.0469763 37.1442
24 1.6771 1.71958 38.8487
25 67.5669 0.0577276 40.5421
26 1.71176 1.69537 42.257
27 0.0412332 0.0200642 43.9302
28 1.72458 1.66456 45.6326
29 67.5774 0.0999323 47.3947
30 1.7292 1.70133 49.0626
31 0.105625 0.0785696 50.7278
32 1.70057 1.65034 52.3766
33 0.0960319 67.5969 54.0285
34 1.73663 1.69961 55.6684
35 0.0878172 67.5664 57.4261
36 1.7214 1.71126 59.1732
37 0.0545247 0.00574851 60.846
38 1.72411 1.72754 62.5108
39 0.082889 0.0549114 64.1929
40 1.69915 1.71588 65.8579
41 0.00159643 3.44427 67.5677
42 1.6943 5.14414 1.65892
43 0.0498046 3.39557 3.42039
44 1.71421 5.16605 5.14824
45 0.00331555 3.37333 6.756
46 1.63202 5.16752 8.43914
47 67.5412 3.503 10.1051
48 1.7214 5.08087 11.7834
49 67.4924 3.41998 13.417
50 1.6553 5.03481 15.194
51 67.5163 3.37053 16.9026
52 1.7104 5.04872 18.5457
53 0.0370066 3.4344 20.2743
54 1.70136 4.93037 22.0617
55 67.5815 3.41104 23.7869
56 1.76449 5.0155 25.3809
57 0.00648038 3.36417 26.975
58 1.7076 5.10698 28.7549
59 0.0848327 3.35602 30.4647
60 1.70222 5.11291 32.1072
61 0.0848297 3.34818 33.8287
62 1.70964 5.08897 35.4559
63 0.024726 3.42531 37.1702
64 1.74718 5.05673 38.8327
65 67.5919 3.38208 40.5196
66 1.63692 5.09834 42.2518
