ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.7000000000000000e+01
0.0000000000000000e+00 6.7000000000000000e+01
0.0000000000000000e+00 6.7000000000000000e+01
ITEM: ATOMS id x y z
1 0.0398966 0.0288438 66.9995
2 1.80455 1.57188 1.68469
3 0.0344697 66.9611 3.35655
4 1.74675 1.63605 4.95882
5 0.0576815 66.9852 6.68513
6 1.71879 1.69219 8.37708
7 0.0466032 0.0354233 10.085
8 1.67821 1.65643 11.8081
9 66.9975 0.00528166 13.4681
10 1.66313 1.716 15.1174
11 66.9955 0.0180725 16.7311
12 1.58284 1.68223 18.4477
13 66.8882 0.0263158 20.0296
14 1.44823 1.75207 21.7234
15 66.9101 66.9565 23.4382
16 1.61344 1.68921 25.1826
17 66.927 66.8756 26.8713
18 1.64825 1.6739 28.4784
19 66.975 66.9948 30.1434
20 1.67618 1.67575 31.7984
21 66.9683 0.00319205 33.4492
22 1.61181 1.65618 35.153
23 0.0468326 66.9483 36.8667
24 1.62455 1.65316 38.5281
25 0.0563189 0.0735019 40.211
26 1.66693 1.68672 41.8786
27 0.0166323 0.0274281 43.5692
28 1.63633 1.62042 45.2287
29 0.040891 66.9872 46.9519
30 1.66507 1.64594 48.5962
31 0.0262476 66.9362 50.1035
32 1.66999 1.65687 51.8726
33 66.9399 0.0622457 53.6647
34 1.72144 1.73895 55.3709
35 0.0181228 0.0127079 56.9067
36 1.72016 1.70414 58.6031
37 0.134144 0.074752 60.2834
38 1.74881 1.69656 61.969
39 0.0808964 0.119126 63.6467
40 1.78264 1.66572 65.2534
41 0.175254 3.32091 0.00985427
42 1.73315 5.08257 1.69768
43 0.0476073 3.30854 3.31418
44 1.72484 5.08265 5.04495
45 0.0147541 3.31933 6.65982
46 1.74295 5.05426 8.31682
47 0.0234421 3.35523 10.0513
48 1.66851 5.05834 11.8067
49 0.0266948 3.27789 13.4796
50 1.66546 5.01854 15.1489
51 66.9747 3.23849 16.8038
52 1.63629 5.02705 18.3721
53 66.8963 3.37384 20.0611
54 1.47803 5.02358 21.8067
55 66.9433 3.4253 23.4956
56 1.62773 5.04037 25.097
57 66.9896 3.51728 26.8032
58 1.68354 5.04166 28.5005
59 66.9569 3.39912 30.1618
60 1.64871 5.07728 31.8713
61 66.9777 3.40792 33.4393
62 1.62447 5.03631 35.115
63 66.967 3.4344 36.887
64 1.69517 5.07687 38.5136
65 66.98 3.40129 40.2298
66 1.69806 5.02441 41.8
