ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.7599999999999994e+01
0.0000000000000000e+00 6.7599999999999994e+01
0.0000000000000000e+00 6.7599999999999994e+01
ITEM: ATOMS id x y z
1 0.0227518 0.0257237 0.0119649
2 1.71707 1.74439 1.68852
3 67.5817 67.5748 3.40615
4 1.65599 1.66755 5.10084
5 67.5397 67.5114 6.75707
6 1.50354 1.61449 8.46661
7 67.4903 67.4975 10.1633
8 1.67941 1.66309 11.8336
9 67.5809 67.5395 13.5544
10 1.69375 1.63185 15.2296
11 0.011613 67.556 16.9082
12 1.61592 1.59698 18.6406
13 67.5303 67.5946 20.2641
14 1.67184 1.63986 21.9405
15 67.5612 67.5715 23.65
16 1.75626 1.71217 25.342
17 67.5915 0.027537 26.9797
18 1.7575 1.67715 28.7074
19 67.577 0.0104481 30.5026
20 1.69877 1.64836 32.2171
21 67.5974 0.0383175 33.8784
22 1.72234 1.64247 35.4721
23 67.5845 0.0153879 37.1569
24 1.74674 1.72058 38.9047
25 0.114054 0.0127242 40.6099
26 1.7834 1.68553 42.2123
27 0.126502 0.0825317 43.8643
28 1.76867 1.67919 45.639
29 0.0190973 0.0982757 47.3429
30 1.78822 1.73467 49.0553
31 0.115774 0.0025256 50.6957
32 1.70226 1.71477 52.3709
33 0.054612 67.5469 54.0099
34 1.64368 1.74282 55.7379
35 0.0298672 0.0075946 57.4716
36 1.68076 1.75441 59.098
37 0.0515614 0.054397 60.8778
38 1.71051 1.7195 62.5866
39 0.021837 0.0111691 64.2203
40 1.75021 1.70917 65.9033
41 0.0625675 3.44942 67.5664
42 1.73031 5.11029 1.64534
43 0.0395047 3.43142 3.37235
44 1.70677 5.12863 4.97453
45 0.00383791 3.49339 6.78211
46 1.68488 5.14961 8.44745
47 67.5532 3.45126 10.1095
48 1.70631 5.03536 11.7919
49 67.5528 3.32092 13.5119
50 1.70929 5.01787 15.2118
51 67.5693 3.28403 16.9173
52 1.65245 4.99696 18.6448
53 67.5868 3.27447 20.3311
54 1.63072 5.02813 22.0091
55 0.00177935 3.33228 23.5588
56 1.69566 5.06348 25.3569
57 67.5506 3.41585 27.0578
58 1.70198 5.09918 28.6938
59 0.044898 3.37476 30.4373
60 1.68313 5.04372 32.144
61 67.5809 3.34775 33.8665
62 1.60237 5.06937 35.465
63 0.060258 3.39194 37.1625
64 1.65777 5.027 38.9428
65 0.0376322 3.31496 40.5903
66 1.66897 5.0275 42.278
