ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.7400000000000006e+01
0.0000000000000000e+00 6.7400000000000006e+01
0.0000000000000000e+00 6.7400000000000006e+01
ITEM: ATOMS id x y z
1 67.3218 0.0732928 67.3471
2 1.6643 1.72478 1.61954
3 67.3726 0.010614 3.35589
4 1.71259 1.68077 5.03998
5 67.3579 0.0814747 6.83211
6 1.64047 1.69796 8.49512
7 67.3946 0.167853 10.1339
8 1.65247 1.74486 11.7867
9 67.3869 0.0747604 13.4539
10 1.64343 1.81021 15.1125
11 67.3741 0.064188 16.8072
12 1.67804 1.73219 18.49
13 67.2968 0.106423 20.1678
14 1.69564 1.70429 21.7688
15 67.3926 0.0405176 23.5254
16 1.7159 1.75278 25.3441
17 67.3517 0.0344901 26.9008
18 1.65164 1.69879 28.5523
19 0.0129339 0.0607001 30.3919
20 1.75754 1.7381 32.1058
21 67.3983 67.376 33.8012
22 1.75525 1.70544 35.4782
23 67.3844 67.3636 37.0493
24 1.7624 1.62242 38.7305
25 0.0674678 0.00741137 40.4385
26 1.84043 1.68792 42.1496
27 0.174039 0.00714135 43.7871
28 1.81398 1.71192 45.4334
29 0.0611022 0.0752082 47.1827
30 1.70888 1.71282 48.8784
31 0.0922946 0.063433 50.5622
32 1.68118 1.69151 52.2635
33 0.148691 0.064895 53.9223
34 1.73743 1.71237 55.6008
35 0.0574369 0.0392656 57.2752
36 1.76504 1.6977 59.0278
37 0.0441819 0.0366605 60.5793
38 1.71678 1.72017 62.3221
39 67.3836 0.139643 64.1113
40 1.67838 1.7564 65.7124
41 67.3726 3.37538 67.3562
42 1.67172 4.99404 1.70431
43 67.3873 3.34468 3.41615
44 1.61664 5.11075 5.01477
45 67.3646 3.33906 6.71929
46 1.55488 5.06198 8.47416
47 67.3221 3.35696 10.1375
48 1.57456 4.96438 11.7898
49 67.3322 3.37024 13.4044
50 1.57119 4.98727 15.0872
51 67.3657 3.39292 16.8587
52 1.61176 5.02125 18.4849
53 67.3271 3.34694 20.1722
54 1.70092 5.02189 21.8832
55 0.0440296 3.33892 23.5422
56 1.66504 5.12095 25.2702
57 67.3941 3.39063 26.9646
58 1.71782 5.08397 28.6194
59 0.0153526 3.32134 30.3373
60 1.80458 5.098 32.0186
61 0.0369894 3.41632 33.7556
62 1.74456 5.0503 35.4485
63 67.3297 3.35815 37.1189
64 1.71534 5.12753 38.8093
65 0.0579963 3.3478 40.3685
66 1.74221 5.02557 42.1365
