ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.6399999999999991e+01
0.0000000000000000e+00 6.6399999999999991e+01
0.0000000000000000e+00 6.6399999999999991e+01
ITEM: ATOMS id x y z
1 66.3639 0.0134841 0.0577748
2 1.56869 1.6686 1.67126
3 66.3779 0.00497235 3.33374
4 1.55598 1.76241 4.94903
5 0.0446845 66.3495 6.61948
6 1.60641 1.75346 8.27236
7 0.0614453 66.3853 9.91571
8 1.65234 1.68337 11.6079
9 0.00618623 0.0156588 13.2869
10 1.63158 1.67512 14.9147
11 0.00288687 66.3995 16.5871
12 1.60695 1.67852 18.2616
13 66.3398 0.00651888 19.922
14 1.69064 1.62396 21.5701
15 0.0377151 0.00478802 23.2295
16 1.60522 1.67751 24.9393
17 0.0154301 66.3762 26.676
18 1.69637 1.66314 28.2666
19 0.0733938 0.0183019 29.9395
20 1.67897 1.67474 31.5638
21 0.106473 66.3728 33.1799
22 1.68786 1.65746 34.8301
23 66.372 66.3734 36.5245
24 1.6698 1.67683 38.1727
25 0.0176726 66.3456 39.6961
26 1.65109 1.69872 41.4575
27 0.0698 66.3962 43.1707
28 1.72395 1.66669 44.8469
29 0.0790638 0.0312866 46.5317
30 1.78262 1.6874 48.1392
31 0.0751357 0.0113658 49.7881
32 1.66818 1.63054 51.4255
33 0.0698701 0.0370388 53.1025
34 1.66044 1.64453 54.8484
35 66.391 0.0442679 56.4966
36 1.64161 1.67295 58.1663
37 66.3185 66.3186 59.6896
38 1.60498 1.62468 61.4018
39 66.3891 66.3609 63.1586
40 1.6404 1.65618 64.7837
41 66.3765 3.32156 0.0224432
42 1.67833 5.05017 1.69597
43 66.3894 3.33666 3.2499
44 1.64705 5.04627 4.99627
45 0.0109879 3.36232 6.63803
46 1.68408 5.06216 8.2955
47 0.0205216 3.32904 9.90129
48 1.66303 5.01064 11.6115
49 0.0222513 3.34665 13.3097
50 1.69686 4.97807 14.9141
51 0.00879657 3.32726 16.5101
52 1.58484 4.96882 18.2136
53 66.3843 3.31371 20.0123
54 1.65588 5.01614 21.6211
55 66.3845 3.36825 23.2216
56 1.61376 5.01538 24.9489
57 66.3981 3.37057 26.658
58 1.75903 5.01672 28.2447
59 0.0468848 3.32513 29.87
60 1.76551 4.93778 31.576
61 0.0679604 3.30011 33.1782
62 1.71919 5.01914 34.8016
63 0.0388549 3.33006 36.5046
64 1.6103 5.02797 38.1478
65 0.0209384 3.36841 39.7722
66 1.67717 4.98445 41.481
