ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.8200000000000003e+01
0.0000000000000000e+00 6.8200000000000003e+01
0.0000000000000000e+00 6.8200000000000003e+01
ITEM: ATOMS id x y z
1 0.068319 0.0287712 68.1834
2 1.77793 1.68968 1.62454
3 0.00469502 0.0171795 3.40835
4 1.74909 1.7425 5.08196
5 0.00972717 0.0330801 6.81659
6 1.80844 1.70016 8.63888
7 68.1679 0.00186216 10.2373
8 1.80408 1.70529 11.9756
9 0.0492742 0.0299056 13.6673
10 1.74962 1.67902 15.327
11 0.0203934 68.1509 17.027
12 1.77754 1.72419 18.6954
13 0.0586521 68.1925 20.4222
14 1.72615 1.69113 22.0931
15 0.114183 0.020148 23.8671
16 1.74952 1.74382 25.6705
17 0.138377 0.0160781 27.3495
18 1.6556 1.79801 29.053
19 0.0234653 68.1944 30.733
20 1.65695 1.75068 32.4254
21 68.117 68.1653 34.0653
22 1.716 1.77068 35.7933
23 68.1772 0.0541632 37.4721
24 1.72611 1.7082 39.1778
25 68.1631 0.0215901 40.8415
26 1.67038 1.71868 42.5083
27 0.0329286 0.0280238 44.3437
28 1.65901 1.81384 46.1301
29 68.1845 68.15 47.7855
30 1.62715 1.77701 49.4022
31 68.1381 68.1453 51.1493
32 1.67529 1.71246 52.8105
33 68.168 68.1666 54.5168
34 1.69416 1.65906 56.2996
35 68.1855 0.0516343 58.0071
36 1.74894 1.76472 59.6898
37 68.1979 0.0327391 61.4408
38 1.73596 1.72305 63.0813
39 0.0512304 68.1929 64.763
40 1.73788 1.71254 66.4998
41 0.00326717 3.39774 0.0464569
42 1.79267 5.14347 1.63693
43 0.0436863 3.39083 3.33752
44 1.69556 5.17593 5.05983
45 0.0231644 3.41688 6.8444
46 1.69824 5.15548 8.58891
47 0.0654877 3.43295 10.2556
48 1.76089 5.11639 11.9489
49 0.108831 3.45139 13.6741
50 1.72696 5.09111 15.3136
51 68.1992 3.36621 17.0001
52 1.7224 5.05603 18.7734
53 68.1922 3.37215 20.4701
54 1.76619 5.14988 22.1222
55 0.0590697 3.44011 23.8395
56 1.65988 5.14854 25.6034
57 0.0241475 3.46325 27.3514
58 1.6473 5.04149 29.0282
59 68.1945 3.50259 30.7715
60 1.70317 5.0888 32.417
61 68.1735 3.46933 34.0466
62 1.75016 5.14953 35.8047
63 0.0222583 3.41262 37.4971
64 1.68464 5.16112 39.2083
65 68.1582 3.35056 40.8796
66 1.68164 5.10373 42.5267
