ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.6799999999999997e+01
0.0000000000000000e+00 6.6799999999999997e+01
0.0000000000000000e+00 6.6799999999999997e+01
ITEM: ATOMS id x y z
1 0.00462691 66.7812 0.0204582
2 1.72067 1.63413 1.69442
3 0.0471671 66.7783 3.3945
4 1.73979 1.67127 5.02572
5 0.100846 66.6954 6.64693
6 1.65571 1.68677 8.32883
7 0.0175138 0.0502178 10.0034
8 1.64126 1.73153 11.6612
9 66.7332 0.133799 13.3135
10 1.60941 1.75726 15.0005
11 66.7547 0.0747366 16.6957
12 1.62477 1.70032 18.3874
13 66.7483 66.7944 19.9725
14 1.56737 1.67662 21.6896
15 66.7592 0.10018 23.4811
16 1.62299 1.67436 25.073
17 66.739 0.118848 26.697
18 1.70753 1.66693 28.3207
19 0.00520238 0.0762586 30.0674
20 1.74646 1.67782 31.7883
21 0.0860411 66.762 33.4777
22 1.67973 1.65606 35.1362
23 0.0438838 66.7918 36.844
24 1.70351 1.69922 38.3859
25 0.0110342 0.0350715 40.014
26 1.7052 1.70814 41.8083
27 66.7636 0.047553 43.4417
28 1.63373 1.7 45.0231
29 0.029706 0.0268897 46.7023
30 1.67436 1.66839 48.3657
31 0.0437068 0.0587855 50.0262
32 1.64335 1.73985 51.7095
33 0.0108348 0.037172 53.4296
34 1.63003 1.65767 55.1051
35 0.0452544 66.758 56.7192
36 1.60986 1.68111 58.432
37 0.0362593 66.7383 60.1726
38 1.54305 1.6278 61.8018
39 66.7654 66.7946 63.456
40 1.61768 1.69104 65.0835
41 0.0291144 3.40305 0.0637279
42 1.75412 5.03478 1.684
43 0.0420009 3.39823 3.35693
44 1.74086 5.01314 5.03212
45 0.106656 3.4466 6.63407
46 1.68135 5.01076 8.34621
47 66.795 3.34241 10.0742
48 1.67608 5.02587 11.7654
49 66.7347 3.33307 13.3731
50 1.56078 4.98562 15.029
51 66.748 3.32626 16.6719
52 1.49421 5.04172 18.3195
53 66.7128 3.39034 20.0033
54 1.60256 5.06152 21.6792
55 66.7804 3.32199 23.4398
56 1.6272 4.99822 25.1526
57 66.7415 3.28199 26.6842
58 1.70586 4.99355 28.4055
59 0.0219567 3.29737 30.0339
60 1.73888 4.96873 31.7196
61 0.052344 3.3855 33.4589
62 1.61939 4.95317 35.0988
63 0.0451554 3.30486 36.7662
64 1.69278 4.9509 38.4812
65 0.0451536 3.35629 40.083
66 1.71435 4.9584 41.7896
67 66.7698 3.38722 43.3579
