ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.6000000000000000e+01
0.0000000000000000e+00 6.6000000000000000e+01
0.0000000000000000e+00 6.6000000000000000e+01
ITEM: ATOMS id x y z
1 65.9792 0.169608 0.0517097
2 1.67309 1.70971 1.6739
3 0.0434201 0.125127 3.26214
4 1.63061 1.70215 4.90102
5 0.00202756 0.0478999 6.53758
6 1.67334 1.67045 8.16342
7 0.007779 0.0412475 9.91867
8 1.64357 1.62869 11.6301
9 65.9616 0.0429058 13.2333
10 1.6379 1.64825 14.7943
11 0.0146808 65.9631 16.4298
12 1.67743 1.66743 18.1726
13 0.0136095 0.0371835 19.73
14 1.65441 1.61822 21.3703
15 0.0607334 0.0845019 23.0279
16 1.61015 1.57761 24.7984
17 65.9895 0.06738 26.461
18 1.62634 1.61719 28.0942
19 0.0588217 65.9816 29.7199
20 1.63372 1.67093 31.3026
21 0.0507374 65.9585 32.9999
22 1.62189 1.67899 34.5933
23 0.0132741 65.9755 36.3337
24 1.60599 1.68094 38.0255
25 65.9548 65.9807 39.6243
26 1.63543 1.6502 41.282
27 65.9825 65.9707 42.8741
28 1.59587 1.69501 44.5462
29 65.9405 65.9445 46.1066
30 1.62268 1.72364 47.7675
31 65.9832 0.00204619 49.5115
32 1.66181 1.69335 51.187
33 65.9796 65.924 52.8062
34 1.65466 1.61354 54.4953
35 65.9027 65.9543 56.1681
36 1.59336 1.67331 57.6891
37 65.9141 0.0830386 59.3961
38 1.63822 1.74401 61.0871
39 65.9839 0.0920095 62.7006
40 1.65617 1.77197 64.3925
41 65.9648 3.27378 0.0560966
42 1.5869 4.98502 1.64122
43 0.0766628 3.30825 3.30184
44 1.67176 5.05489 4.88593
45 0.00454226 3.36684 6.5964
46 1.69678 5.08173 8.19956
47 0.0002797 3.32317 9.86572
48 1.68808 5.07525 11.5737
49 0.0647783 3.28397 13.1732
50 1.7007 5.01506 14.7244
51 0.105979 3.23234 16.452
52 1.73794 4.93842 18.1252
53 0.00857896 3.33391 19.8005
54 1.68324 5.00155 21.416
55 0.0549506 3.33446 23.0172
56 1.58185 5.0911 24.7827
57 0.0394407 3.34185 26.4768
58 1.56407 5.08389 28.0832
59 65.9964 3.3953 29.6729
60 1.67659 5.01214 31.3171
61 0.00124024 3.38226 32.9688
62 1.70226 4.99528 34.6085
63 0.0130385 3.36064 36.359
64 1.60836 4.98739 38.0201
65 65.9471 3.32957 39.638
66 1.62093 4.98173 41.3026
