ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.8000000000000000e+01
0.0000000000000000e+00 6.8000000000000000e+01
0.0000000000000000e+00 6.8000000000000000e+01
ITEM: ATOMS id x y z
1 67.9032 0.0066549 67.9906
2 1.72431 1.71546 1.65088
3 67.9598 0.028408 3.39752
4 1.75821 1.68249 5.10755
5 67.9366 67.9651 6.83856
6 1.70555 1.74478 8.5221
7 67.9772 67.9365 10.1203
8 1.70128 1.6825 11.8684
9 0.0240199 67.822 13.5464
10 1.70464 1.65693 15.2561
11 0.00938151 67.9393 17.0562
12 1.65858 1.57359 18.7318
13 67.9823 67.9632 20.4298
14 1.68795 1.54434 22.1705
15 67.9919 67.9298 23.8959
16 1.66511 1.62038 25.5068
17 67.9459 67.9525 27.2166
18 1.61485 1.71033 28.9059
19 67.98 0.0206418 30.5913
20 1.66941 1.78113 32.2349
21 0.0644322 0.0630951 33.9242
22 1.71899 1.71621 35.6828
23 0.0311507 0.109749 37.4575
24 1.78382 1.69921 39.2124
25 67.9801 0.1003 40.7485
26 1.70187 1.65804 42.4546
27 67.9453 0.0343162 44.2276
28 1.71148 1.65776 45.8911
29 67.9499 67.9533 47.5883
30 1.72005 1.63035 49.3065
31 0.0521689 67.923 51.0104
32 1.7186 1.68558 52.71
33 0.0812023 67.9759 54.417
34 1.71227 1.67142 56.0836
35 0.0472571 0.0148756 57.8192
36 1.67072 1.70411 59.5589
37 67.9658 0.02216 61.2115
38 1.68647 1.73718 62.859
39 67.9752 0.0482712 64.6346
40 1.74134 1.76653 66.324
41 67.9165 3.37705 67.9554
42 1.71488 5.07495 1.64547
43 67.9138 3.38884 3.3346
44 1.66062 5.03823 5.13737
45 67.973 3.37722 6.83987
46 1.67084 5.08635 8.50184
47 0.0303971 3.4285 10.1884
48 1.68602 5.10551 11.8466
49 0.129674 3.51691 13.5694
50 1.73381 5.1516 15.3142
51 0.0249002 3.39245 17.0487
52 1.70946 5.15293 18.7484
53 0.0540211 3.35962 20.3991
54 1.64793 5.16595 22.1126
55 67.9868 3.36444 23.8586
56 1.64814 5.13266 25.4781
57 67.9827 3.42839 27.2611
58 1.60474 5.08776 28.8933
59 67.9788 3.45593 30.583
60 1.7189 5.09467 32.3181
61 67.9688 3.40773 33.9932
62 1.701 5.0733 35.7491
63 0.0858931 3.32905 37.4674
64 1.68847 5.13898 39.131
65 67.9951 3.36296 40.7534
66 1.66975 5.07365 42.452
67 67.9581 3.34878 44.1513
