ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.8400000000000006e+01
0.0000000000000000e+00 6.8400000000000006e+01
0.0000000000000000e+00 6.8400000000000006e+01
ITEM: ATOMS id x y z
1 0.0117174 68.3432 68.3855
2 1.69656 1.77159 1.74204
3 68.3372 0.00536696 3.39538
4 1.73693 1.65993 5.15986
5 68.3137 0.0294864 6.86206
6 1.74669 1.67093 8.53687
7 68.3725 68.3773 10.2664
8 1.71233 1.66336 11.884
9 0.0748945 0.00204048 13.6566
10 1.7387 1.7234 15.4076
11 0.0272504 0.0450667 17.0457
12 1.77394 1.7097 18.7397
13 0.00975638 0.0892567 20.5001
14 1.71043 1.77109 22.1454
15 0.0450359 0.0720028 23.9085
16 1.6901 1.71666 25.7777
17 0.0180453 0.0135952 27.4797
18 1.72534 1.76168 29.0812
19 0.0949319 68.3837 30.7866
20 1.7281 1.81612 32.4226
21 0.0679755 0.0453308 34.1377
22 1.7299 1.60453 35.8646
23 68.3974 68.3867 37.6215
24 1.71208 1.69089 39.368
25 0.0445373 68.387 41.1072
26 1.71422 1.8228 42.7819
27 0.0357993 0.00138692 44.4399
28 1.71305 1.74819 46.2126
29 0.0163793 0.0225546 47.921
30 1.78555 1.84204 49.593
31 0.10436 0.00678413 51.1981
32 1.67955 1.78608 52.956
33 68.3833 68.3454 54.6914
34 1.73389 1.71619 56.3703
35 0.0181378 0.0374311 58.1936
36 1.79542 1.67964 59.9485
37 0.0907232 0.00526995 61.598
38 1.80074 1.65894 63.2605
39 0.0274574 68.366 64.9896
40 1.71731 1.71434 66.7112
41 0.0512114 3.50068 68.387
42 1.67643 5.17495 1.70578
43 0.0258413 3.44464 3.41657
44 1.73264 5.09055 5.13301
45 68.3261 3.40605 6.83642
46 1.73224 5.11676 8.55749
47 68.3871 3.36771 10.2197
48 1.64377 5.17062 11.9726
49 0.00235756 3.33691 13.6612
50 1.61904 5.20183 15.3247
51 0.00283611 3.41973 17.0036
52 1.64727 5.13864 18.6701
53 0.00735215 3.38243 20.4638
54 1.70632 5.1053 22.22
55 0.00295194 3.43888 23.9695
56 1.7772 5.0436 25.8091
57 68.3354 3.43302 27.5467
58 1.72261 5.07345 29.0915
59 68.3927 3.464 30.6925
60 1.72522 5.22312 32.592
61 0.0127358 3.4656 34.2151
62 1.665 5.25175 35.9395
63 0.0964127 3.31048 37.6401
64 1.68932 5.18637 39.3187
65 0.0355265 3.40367 41.0406
66 1.69055 5.17678 42.7187
