ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
16000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 6.7599999999999994e+01
0.0000000000000000e+00 6.7599999999999994e+01
0.0000000000000000e+00 6.7599999999999994e+01
ITEM: ATOMS id x y z
1 67.5907 0.0045691 0.00296969
2 1.73528 1.67563 1.62856
3 0.0765704 0.00240433 3.38683
4 1.76404 1.65374 5.05613
5 0.109306 0.0556407 6.72187
6 1.72475 1.71423 8.44086
7 0.0340271 67.5749 10.2243
8 1.79718 1.69399 11.797
9 67.5539 67.5947 13.5227
10 1.66866 1.58264 15.2838
11 67.4573 67.5403 16.9007
12 1.67835 1.57338 18.529
13 67.5309 67.5506 20.2752
14 1.65339 1.62253 22.0119
15 67.565 67.5159 23.6639
16 1.6768 1.57567 25.347
17 0.0549032 67.551 27.0271
18 1.72006 1.58116 28.7335
19 67.5409 0.00742081 30.4002
20 1.70031 1.55378 32.1123
21 67.5633 67.5859 33.8089
22 1.7021 1.64682 35.5196
23 67.5912 0.022083 37.1043
24 1.67278 1.63042 38.782
25 0.0109642 0.0868514 40.5549
26 1.71735 1.68047 42.1965
27 67.5747 0.0492467 43.8777
28 1.67716 1.63775 45.5946
29 67.5149 0.0675673 47.3025
30 1.6675 1.77942 49.0799
31 0.00898466 0.0758242 50.7285
32 1.7134 1.73846 52.4184
33 0.158925 0.0407234 54.1262
34 1.74895 1.7249 55.751
35 0.0510187 0.0687884 57.416
36 1.73671 1.77238 59.1745
37 67.5508 0.0577173 60.8152
38 1.75985 1.71226 62.4336
39 0.0381063 0.0462328 64.1826
40 1.63156 1.69564 66.0166
41 67.5492 3.35013 67.5617
42 1.67345 5.01071 1.62467
43 0.0520962 3.30984 3.35871
44 1.71954 5.01599 4.99204
45 0.125679 3.34645 6.66683
46 1.74706 5.05192 8.46009
47 67.5847 3.39977 10.2096
48 1.76783 5.06721 11.8277
49 0.00894843 3.38185 13.5365
50 1.6679 5.16969 15.2446
51 67.5916 3.36724 16.9249
52 1.76855 5.07718 18.6305
53 0.027465 3.3264 20.3563
54 1.72975 5.02649 21.9209
55 67.5797 3.39623 23.7347
56 1.84524 5.01206 25.3666
57 0.0310438 3.41827 27.0202
58 1.77266 5.06579 28.7168
59 0.0432955 3.34659 30.4356
60 1.69109 5.07829 32.1619
61 0.0312968 3.34947 33.7952
62 1.74616 5.01714 35.5292
63 67.5956 3.30052 37.1321
64 1.64814 5.04617 38.8771
65 0.00214313 3.30786 40.5566
66 1.65719 5.08936 42.2262
